cod_pais,nom_pais,cod_provincia,nom_provincia,cod_depto,nom_depto,anio,produccion,cantidad_de_producciones,cod_unid_superficie,nom_uni_superficie,superficie_total,
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,ZAPALLITO DE TRONCO O REDONDO,6,ha,hectárea,1,649054
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,BROCOLI,4,ha,hectárea,1,350000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,ESPINACA,7,ha,hectárea,1,248000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,PUERRO,8,ha,hectárea,1,123554
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,REPOLLO,4,ha,hectárea,1,100000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,HORTALIZAS DE HOJA,2,ha,hectárea,1,60000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,FRUTILLA,1,ha,hectárea,1,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,PAPA,2,ha,hectárea,0,750554
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,TOMATE PERITA,3,ha,hectárea,0,540000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,BERENJENA,2,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,TOMATE CHERRY,3,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,CHAUCHA,6,ha,hectárea,0,372054
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,COLIFLOR,3,ha,hectárea,0,350554
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,VIVERO - ORNAMENTALES,13,ha,hectárea,0,224400
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,HUERTA AUTOCONSUMO,9,ha,hectárea,0,187000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,OTRAS AROMATICAS,1,ha,hectárea,0,75000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,OTRAS HORTALIZAS DE HOJA,3,ha,hectárea,0,60000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,VIVERO - HORTICOLA,2,ha,hectárea,0,50600
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,OTROS ZAPALLOS,1,ha,hectárea,0,1500
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,ZANAHORIA,1,ha,hectárea,0,554
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2012,OTROS VIVEROS,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,HUERTA MERCADO (5 ESPECIES O MAS),14,ha,hectárea,2.026,585000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,VIVERO - ORNAMENTALES,2,ha,hectárea,1,25000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,VIVERO - FRUTALES,1,ha,hectárea,1,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,HUERTA AUTOCONSUMO,4,ha,hectárea,0,455000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,OTRAS HORTALIZAS DE HOJA,2,ha,hectárea,0,20000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2013,HONGOS COMESTIBLES,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,HUERTA MERCADO (5 ESPECIES O MAS),16,ha,hectárea,27,140000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,GIRASOL,1,ha,hectárea,25,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,ZAPALLITO DE TRONCO O REDONDO,2,ha,hectárea,2,250000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,ACELGA,2,ha,hectárea,1,650000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,REMOLACHA,1,ha,hectárea,1,400000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,REPOLLO,1,ha,hectárea,1,400000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,CHAUCHA,1,ha,hectárea,1,400000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,OTRAS HORTALIZAS,1,ha,hectárea,0,800000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,FRUTALES VARIOS (HASTA 6 PLANTAS),2,ha,hectárea,0,525000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,LECHUGA,2,ha,hectárea,0,300000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,OTROS VIVEROS,2,ha,hectárea,0,270000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,ESPINACA,1,ha,hectárea,0,250000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,CEBOLLA DE BULBO,1,ha,hectárea,0,250000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,VIVERO - ORNAMENTALES,3,ha,hectárea,0,125000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,MEDICINALES,1,ha,hectárea,0,120000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,VIVERO - HORTICOLA,1,ha,hectárea,0,70000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,HUERTA AUTOCONSUMO,3,ha,hectárea,0,50000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,CAÑAMO,1,ha,hectárea,0,40000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,HONGOS COMESTIBLES,1,ha,hectárea,0,40000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,OTRAS AROMATICAS,1,ha,hectárea,0,20000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2014,AJO COLORADO,1,ha,hectárea,0,10000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,HUERTA MERCADO (5 ESPECIES O MAS),38,ha,hectárea,54,405000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,MAIZ,1,ha,hectárea,16,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,ZAPALLITO DE TRONCO O REDONDO,3,ha,hectárea,1,250025
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,COREANITO  ANQUITO O CALABACITA,1,ha,hectárea,1,240000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,PAPA,1,ha,hectárea,1,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,FRUTALES VARIOS (HASTA 6 PLANTAS),2,ha,hectárea,0,550000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,BERENJENA,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,AJI / PIMIENTO FRESCO,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,VIVERO - ORNAMENTALES,7,ha,hectárea,0,330024
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,TOMATE REDONDO,2,ha,hectárea,0,300000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,OTROS VIVEROS,3,ha,hectárea,0,220000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,CHAUCHA,1,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,HUERTA AUTOCONSUMO,3,ha,hectárea,0,140000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,TOMATE CHERRY,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2015,LECHUGA,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,HUERTA MERCADO (5 ESPECIES O MAS),20,ha,hectárea,67,380000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,OTROS ZAPALLOS,2,ha,hectárea,3,125000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,ZAPALLITO DE TRONCO O REDONDO,3,ha,hectárea,1,650000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,AVELLANO,2,ha,hectárea,1,40000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,PAPA,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,FRUTALES VARIOS (HASTA 6 PLANTAS),1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,ZUCCHINI,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,HUERTA AUTOCONSUMO,2,ha,hectárea,0,280000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,ACELGA,2,ha,hectárea,0,250000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,TOMATE REDONDO,4,ha,hectárea,0,180000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,TOMATE CHERRY,2,ha,hectárea,0,175000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,LECHUGA,2,ha,hectárea,0,135000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,CHAUCHA,1,ha,hectárea,0,125000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,VIVERO - ORNAMENTALES,7,ha,hectárea,0,80000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,LIMONERO,1,ha,hectárea,0,20000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,OTROS VIVEROS,2,ha,hectárea,0,10000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,OTRAS AROMATICAS,1,ha,hectárea,0,5000
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,AJI / PIMIENTO FRESCO,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,CIRUELO,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,DURAZNERO,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,MANZANO,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,2016,VIVERO - HORTICOLA,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,357,GENERAL PUEYRREDON,Sin dato,OTRA,1,ha,hectárea,0,550000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2009,HUERTA AUTOCONSUMO,2,ha,hectárea,0,600000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2009,FRUTILLA,1,ha,hectárea,0,350000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2009,TOMATE,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2009,AROMATICAS,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2010,VIVERO - ORNAMENTALES,2,ha,hectárea,0,96000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,COREANITO  ANQUITO O CALABACITA,1,ha,hectárea,30,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,FRUTILLA,11,ha,hectárea,2,855800
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ACELGA,11,ha,hectárea,1,898500
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,OTROS FRUTALES,2,ha,hectárea,1,350000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,REMOLACHA,8,ha,hectárea,0,785900
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,BROCOLI,5,ha,hectárea,0,660000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,HUERTA AUTOCONSUMO,2,ha,hectárea,0,640000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,CEBOLLA DE VERDEO,7,ha,hectárea,0,555000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,BERENJENA,2,ha,hectárea,0,460000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,OTRAS AROMATICAS,8,ha,hectárea,0,442000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,TOMATE REDONDO,4,ha,hectárea,0,300000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ZUCCHINI,1,ha,hectárea,0,300000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,LECHUGA,5,ha,hectárea,0,193800
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,CHAUCHA,2,ha,hectárea,0,155000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ALBAHACA,7,ha,hectárea,0,122000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,AJI / PIMIENTO FRESCO,4,ha,hectárea,0,101800
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,TOMATE PERITA,2,ha,hectárea,0,100000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ZAPALLITO DE TRONCO O REDONDO,1,ha,hectárea,0,90000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,CHOCLO,1,ha,hectárea,0,85000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,OTRAS HORTALIZAS,5,ha,hectárea,0,72000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ESPINACA,1,ha,hectárea,0,70000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,HABA,2,ha,hectárea,0,50000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,REPOLLO,1,ha,hectárea,0,40000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,VIVERO - ORNAMENTALES,2,ha,hectárea,0,33000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,PUERRO,2,ha,hectárea,0,20600
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,AROMATICAS,3,ha,hectárea,0,17000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,HUERTA MERCADO (5 ESPECIES O MAS),1,ha,hectárea,0,2000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,TOMATE,1,ha,hectárea,0,1800
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,OTRAS HORTALIZAS DE HOJA,1,ha,hectárea,0,600
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,ZANAHORIA,1,ha,hectárea,0,200
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,FLORES,2,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2011,TOMATE CHERRY,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,OTRAS AROMATICAS,6,ha,hectárea,2,100000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,FRUTILLA,1,ha,hectárea,0,750000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,ALBAHACA,2,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,CEBOLLA DE VERDEO,2,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,OTRAS HORTALIZAS DE HOJA,1,ha,hectárea,0,160000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,FLORES,1,ha,hectárea,0,50000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,CHAUCHA,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,TOMATE REDONDO,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2012,TOMATE PERITA,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,ACELGA,1,ha,hectárea,0,4000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,TOMATE REDONDO,1,ha,hectárea,0,4000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,LECHUGA,1,ha,hectárea,0,4000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,HUERTA AUTOCONSUMO,1,ha,hectárea,0,3000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,REMOLACHA,1,ha,hectárea,0,2000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,COREANITO  ANQUITO O CALABACITA,1,ha,hectárea,0,2000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,CEBOLLA DE VERDEO,1,ha,hectárea,0,1000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,AJI / PIMIENTO FRESCO,1,ha,hectárea,0,1000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,VIVERO - INDUSTRIALES,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,VIVERO - HORTICOLA,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,VIVERO - ORNAMENTALES,2,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,FLORES,3,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2013,OTRAS AROMATICAS,2,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,LECHUGA,1,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,TOMATE REDONDO,1,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,ARVEJAS,1,ha,hectárea,0,200000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,ZAPALLITO DE TRONCO O REDONDO,1,ha,hectárea,0,170000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,COLIFLOR,1,ha,hectárea,0,120000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,TOMATE PERITA,1,ha,hectárea,0,100000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,ACELGA,1,ha,hectárea,0,100000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2015,FLORES,1,ha,hectárea,0,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,2016,LECHUGA,1,ha,hectárea,1,500000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,OTRA,5,ha,hectárea,105,524000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,TOMATE,1,ha,hectárea,75,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,ACELGA,2,ha,hectárea,50,25000
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,LECHUGA,1,ha,hectárea,50,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,OTRAS LEGUMBRES,1,ha,hectárea,25,0
32,Argentina,6,BUENOS AIRES,364,GENERAL RODRIGUEZ,Sin dato,FRUTILLA,1,ha,hectárea,1,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,SOJA 1RA,10,ha,hectárea,69,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,MAIZ,9,ha,hectárea,23,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,TRIGO PAN,2,ha,hectárea,15,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,ANUALES,3,ha,hectárea,8,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,SOJA 2DA,1,ha,hectárea,5,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,AVENA,2,ha,hectárea,4,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,HUERTA AUTOCONSUMO,28,ha,hectárea,1,3500
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,HUERTA MERCADO (5 ESPECIES O MAS),4,ha,hectárea,0,863000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,PERENNES,1,ha,hectárea,0,750000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,ZAPALLO,3,ha,hectárea,0,552000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,SANDIA,2,ha,hectárea,0,540000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2009,CHAUCHA,1,ha,hectárea,0,30000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,MAIZ,2,ha,hectárea,10,350000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,TRIGO PAN,1,ha,hectárea,0,750000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,HUERTA AUTOCONSUMO,16,ha,hectárea,0,735500
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,OTROS ZAPALLOS,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,SANDIA,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,ZAPALLO,1,ha,hectárea,0,80000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,DURAZNERO,2,ha,hectárea,0,28000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,VIVERO - ORNAMENTALES,1,ha,hectárea,0,16000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,MANZANO,1,ha,hectárea,0,400
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,CIRUELO,1,ha,hectárea,0,300
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,PELON,1,ha,hectárea,0,200
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,POMELO,1,ha,hectárea,0,200
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,CEREZO,1,ha,hectárea,0,200
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2010,NARANJO,1,ha,hectárea,0,100
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2011,ZAPALLO,1,ha,hectárea,0,60000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2011,HUERTA AUTOCONSUMO,1,ha,hectárea,0,10000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2011,TOMATE,1,ha,hectárea,0,10000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2012,MAIZ,3,ha,hectárea,10,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2012,SOJA 1RA,1,ha,hectárea,9,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2012,HUERTA AUTOCONSUMO,12,ha,hectárea,0,665000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2012,HORTALIZAS DE HOJA,1,ha,hectárea,0,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,SOJA 1RA,1,ha,hectárea,40,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,MAIZ,1,ha,hectárea,9,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,AVENA,1,ha,hectárea,3,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,HUERTA AUTOCONSUMO,12,ha,hectárea,2,596000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,ANUALES,1,ha,hectárea,2,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,MEDICINALES,1,ha,hectárea,0,250000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2013,OTROS ZAPALLOS,1,ha,hectárea,0,20000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2014,MAIZ,2,ha,hectárea,4,250000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2014,HUERTA AUTOCONSUMO,1,ha,hectárea,0,10000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,PERENNES,2,ha,hectárea,50,500000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,SOJA 1RA,1,ha,hectárea,20,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,AVENA,1,ha,hectárea,20,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,MAIZ,2,ha,hectárea,13,0
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,HUERTA AUTOCONSUMO,4,ha,hectárea,0,972500
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,DURAZNERO,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,SANDIA,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,CIRUELO,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,TOMATE REDONDO,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,OTROS ZAPALLOS,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,MELON,1,ha,hectárea,0,920000
32,Argentina,6,BUENOS AIRES,385,GENERAL VIAMONTE,2015,TRIGO PAN,1,ha,hectárea,0,320000
32,Argentina,6,BUENOS AIRES,392,GENERAL VILLEGAS,2010,TRIGO PAN,1,ha,hectárea,10,0
32,Argentina,6,BUENOS AIRES,392,GENERAL VILLEGAS,2012,SOJA 1RA,7,ha,hectárea,315,0
32,Argentina,6,BUENOS AIRES,392,GENERAL VILLEGAS,2012,MAIZ,5,ha,hectárea,292,0
