cod_pais,nom_pais,Region,cod_provincia,nom_provincia,cod_depto,nom_depto,anio,trabajadores_no_familiares_permanentes_jornada_completa,trabajadores_no_familiares_permanentes_jornada_parcial,produccion_aromaticas,produccion_cereales,produccion_citricos,produccion_cultivos_andinos,producción_forestales,produccion_forrajeras,produccion_cultivos_industriales,produccion_fruta_fina,produccion_frutales,produccion_frutas_tropicales,produccion_frutales_de_pepita,produccion_frutos_secos,produccion_hortalizas_de_fruto,produccion_de_hortalizas_de_hoja,produccion_de_legumbres,produccion_de_medicinales,produccion_de_oleaginosas,produccion_vid_vinifera,produccion_de_aves,produccion_de_bovinos,produccion_de_abejas,produccion_de_caprinos,produccion_de_conejos,produccion_de_equinos,produccion_de_ovinos,produccion_de_porcinos
32,Argentina,CENTRO,6,BUENOS AIRES,553,MONTE HERMOSO,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2010,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,7,0,0,0,4,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2011,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,1,0,1,3,0,3,1
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2012,9,0,2,1,0,0,0,0,0,1,1,0,0,0,5,17,1,0,0,0,5,0,0,0,4,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2013,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2014,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,2017,26,0,2,2,0,0,0,0,0,0,0,0,0,0,10,10,4,1,0,0,2,0,1,0,0,1,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,560,MORENO,Sin dato,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,568,MORON,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,568,MORON,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,568,MORON,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,568,MORON,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,568,MORON,Sin dato,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2011,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,7,7,0,0,2,0,3,16
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,7,0,0,1,0,0,7
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2016,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,6,0,0,0,0,3,9
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,2017,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,9
32,Argentina,CENTRO,6,BUENOS AIRES,574,NAVARRO,Sin dato,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,1,6
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,4,7
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,1,5
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2012,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,1,14
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2013,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,0,1,1,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,2,0,0,1,0,2,14
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,2017,7,0,0,0,1,0,0,0,0,0,1,0,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,4
32,Argentina,CENTRO,6,BUENOS AIRES,581,NECOCHEA,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,2,3,6
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2011,9,3,0,6,11,0,0,0,0,2,11,0,4,0,0,8,0,0,2,2,61,23,0,0,10,7,11,68
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2012,11,10,0,4,7,0,0,0,0,3,12,0,2,0,0,2,0,0,2,3,66,14,0,1,6,1,8,71
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,588,9 DE JULIO,2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2013,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,7,0,0,0,0,4,2,0,2,0,0,1,6
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2016,8,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4,0,0,0,0,1,1,0,1,0,0,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,595,OLAVARRIA,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2009,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,6
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2010,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,7,0,2,0,1,9,29
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2011,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,1,3,3
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2012,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2013,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,602,PATAGONES,2017,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2009,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,10,9,0,0,1,1,0,9
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,8
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,2
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2016,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,609,PEHUAJO,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2010,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,30,0,0,0,5,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2012,1,1,1,4,0,0,0,0,0,0,0,0,0,0,2,5,0,0,5,0,16,2,0,0,3,0,1,18
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2013,0,2,0,5,0,0,0,1,0,0,1,0,0,0,3,3,0,0,8,0,15,3,0,0,5,0,6,16
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2016,16,0,1,1,0,0,5,0,1,0,0,0,0,0,5,9,1,1,1,0,4,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,623,PERGAMINO,2017,13,0,4,4,1,0,1,1,0,0,1,0,0,0,9,9,2,3,1,0,1,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,630,PILA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,630,PILA,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2011,7,6,1,0,0,0,0,0,0,20,0,0,0,0,16,37,1,0,0,0,1,0,0,0,1,0,1,4
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2012,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,16,0,0,0,0,2,0,0,0,0,1,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2013,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,638,PILAR,2017,20,0,1,1,0,0,0,0,0,0,0,0,0,0,11,17,0,1,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,10
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,2017,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,1,0,0,0,3,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,648,PRESIDENTE PERON,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,651,PUAN,2012,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7
32,Argentina,CENTRO,6,BUENOS AIRES,651,PUAN,2013,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,651,PUAN,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,651,PUAN,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,651,PUAN,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,6,0,0,0,3,1,2
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,3,0,0,0,0,2,2
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2013,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,2,0,4,5
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,2017,12,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3,2,0,2,0,2,3
32,Argentina,CENTRO,6,BUENOS AIRES,655,PUNTA INDIO,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,1,2
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,0,0,0,0,1,3
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2010,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,6,8
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,5
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,2017,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,3,1,2,0,0,2,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,665,RAMALLO,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2016,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,6,0,0,0,0,3,1
32,Argentina,CENTRO,6,BUENOS AIRES,672,RAUCH,2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,679,RIVADAVIA,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,679,RIVADAVIA,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,4
32,Argentina,CENTRO,6,BUENOS AIRES,679,RIVADAVIA,2012,1,0,0,2,4,0,0,0,0,1,6,0,2,0,1,1,0,0,1,0,28,4,0,0,1,4,5,42
32,Argentina,CENTRO,6,BUENOS AIRES,679,RIVADAVIA,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,686,ROJAS,2010,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,11,2,0,0,0,1,1,15
32,Argentina,CENTRO,6,BUENOS AIRES,686,ROJAS,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,686,ROJAS,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,686,ROJAS,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,686,ROJAS,2017,10,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,1,1,4,0,1,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2010,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,7
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,10
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,4
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,2017,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
32,Argentina,CENTRO,6,BUENOS AIRES,693,ROQUE PEREZ,Sin dato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,700,SAAVEDRA,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,700,SAAVEDRA,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,700,SAAVEDRA,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,700,SAAVEDRA,2016,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
32,Argentina,CENTRO,6,BUENOS AIRES,700,SAAVEDRA,Sin dato,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2010,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,5,12,0,0,0,0,0,11
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2012,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,5
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2013,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,7
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,3
32,Argentina,CENTRO,6,BUENOS AIRES,707,SALADILLO,2015,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1
