cod_pais;nom_pais;REGION;cod_provincia;nom_provincia;cod_depto;nom_depto;a¤o_del_dato;Integrantes_del_naf_con_obra_social;integrantes_del_naf_con_prepaga;integrantes_del_naf_con_sistema_p£blico_de_salud;integrantes_del_naf_sin_cobertura_medica
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2010;5;0;0;0
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2011;7;0;8;1
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2012;20;8;78;21
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2013;24;0;27;6
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2014;6;5;14;3
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2015;4;0;0;0
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2016;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;63;FRAY MAMERTO ESQUIU;Sin dato;0;0;0;1
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2010;45;35;190;8
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2011;14;0;19;2
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2012;40;2;158;22
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2013;12;2;17;1
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2014;10;0;21;0
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2015;18;5;26;19
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2016;5;0;0;0
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;Sin dato;0;0;2;0
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2009;10;0;30;11
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2010;50;5;138;9
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2011;29;2;48;6
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2012;53;8;91;25
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2013;37;3;42;6
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2015;17;0;39;1
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2016;0;0;0;4
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;77;PACLIN;Sin dato;5;0;6;0
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2010;10;0;30;28
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2011;113;1;524;31
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2012;78;8;384;42
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2013;10;0;74;0
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2014;26;0;72;8
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2015;11;7;28;17
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2016;8;3;5;17
32;Argentina;NOA;10;CATAMARCA;84;POMAN;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2009;371;9;704;170
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2010;117;6;372;64
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2011;170;10;406;106
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2012;107;16;275;37
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2013;11;0;51;24
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2014;0;0;4;0
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;91;SANTA MARIA;Sin dato;0;0;2;4
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2009;13;0;51;18
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2010;101;0;354;76
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2011;163;5;355;65
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2012;227;16;369;111
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2013;7;0;48;4
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2014;0;0;14;0
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2016;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;98;SANTA ROSA;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2010;80;2;150;60
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2011;53;1;193;33
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2012;114;6;238;27
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2013;62;2;162;15
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2014;104;25;189;54
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2015;52;1;57;7
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2016;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;105;TINOGASTA;Sin dato;7;4;8;17
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2010;25;1;7;2
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2011;1;0;17;0
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2012;37;1;60;10
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2013;17;0;37;1
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2014;10;0;13;0
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2015;39;1;62;12
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2016;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;2017;0;0;0;0
32;Argentina;NOA;10;CATAMARCA;112;VALLE VIEJO;Sin dato;0;0;0;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2011;2;0;0;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2012;0;0;20;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2014;0;0;3;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2015;3;0;0;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2016;0;0;5;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;126;1ø DE MAYO;Sin dato;0;0;0;1
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;2010;49;6;209;3
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;2011;6;0;63;5
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;2012;0;0;4;0
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;2016;10;0;39;12
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;36;12 DE OCTUBRE;Sin dato;1;0;3;7
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2009;18;0;6;5
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2010;11;6;114;8
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2011;42;0;196;21
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2012;14;0;57;9
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2013;2;2;17;2
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2014;2;0;5;0
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2015;3;0;0;0
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2016;0;0;0;1
32;Argentina;NEA;22;CHACO;39;2 DE ABRIL;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2009;10;0;61;4
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2010;90;6;203;74
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2011;36;0;78;8
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2012;16;0;15;2
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2013;4;0;9;0
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2014;6;0;40;2
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2015;3;0;2;0
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;168;25 DE MAYO;Sin dato;0;0;3;0
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2009;40;0;56;8
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2010;9;0;54;3
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2011;13;0;33;0
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2012;23;0;17;8
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2013;2;2;18;4
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2014;11;4;57;13
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2015;17;0;32;6
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2016;0;0;8;0
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;105;9 DE JULIO;Sin dato;3;0;0;0
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2010;10;0;42;1
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2011;136;4;143;41
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2012;5;0;2;3
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2013;1;0;8;0
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2014;34;19;27;14
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2015;11;0;41;17
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2016;8;0;4;0
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;7;ALMIRANTE BROWN;Sin dato;0;0;1;0
32;Argentina;NEA;22;CHACO;14;BERMEJO;2009;0;0;4;0
32;Argentina;NEA;22;CHACO;14;BERMEJO;2010;30;4;53;4
32;Argentina;NEA;22;CHACO;14;BERMEJO;2011;44;5;103;0
32;Argentina;NEA;22;CHACO;14;BERMEJO;2012;19;0;39;0
32;Argentina;NEA;22;CHACO;14;BERMEJO;2014;0;0;4;0
32;Argentina;NEA;22;CHACO;14;BERMEJO;2015;30;0;37;8
32;Argentina;NEA;22;CHACO;14;BERMEJO;2016;0;0;0;1
32;Argentina;NEA;22;CHACO;14;BERMEJO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2009;20;0;63;29
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2010;28;0;153;27
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2011;0;0;16;5
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2012;11;0;9;4
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2013;0;0;0;5
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2014;0;0;7;0
32;Argentina;NEA;22;CHACO;28;CHACABUCO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;28;CHACABUCO;Sin dato;3;4;4;0
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2010;0;0;2;0
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2011;16;0;83;0
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2012;5;2;49;2
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2014;4;0;38;11
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2015;0;0;0;1
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2016;6;0;0;0
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2010;13;0;25;0
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2011;83;3;285;14
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2012;43;0;44;3
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2014;11;1;18;5
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2015;16;5;57;12
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2016;1;0;1;1
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;43;FRAY JUSTO SANTA MARIA DE ORO;Sin dato;2;0;2;5
32;Argentina;NEA;22;CHACO;49;GENERAL BELGRANO;2010;18;0;79;22
32;Argentina;NEA;22;CHACO;49;GENERAL BELGRANO;2011;9;2;41;31
32;Argentina;NEA;22;CHACO;49;GENERAL BELGRANO;2012;2;0;16;0
32;Argentina;NEA;22;CHACO;49;GENERAL BELGRANO;2015;0;0;12;0
32;Argentina;NEA;22;CHACO;49;GENERAL BELGRANO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2009;0;3;4;0
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2010;1;0;9;0
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2011;16;1;25;0
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2013;4;0;10;0
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2014;8;0;20;2
32;Argentina;NEA;22;CHACO;56;GENERAL DONOVAN;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2009;13;0;66;1
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2010;573;20;1451;144
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2011;460;8;1263;106
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2012;49;6;80;41
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2013;27;1;118;9
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2014;73;4;188;29
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2015;24;1;57;40
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2016;3;0;8;1
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;63;GENERAL GUEMES;Sin dato;6;0;2;3
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2010;10;0;63;8
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2011;35;0;113;0
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2013;3;0;0;0
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2014;15;19;43;8
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2016;3;0;1;0
32;Argentina;NEA;22;CHACO;70;INDEPENDENCIA;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2011;5;0;1;0
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2012;2;0;17;0
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2014;3;0;3;0
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2015;0;0;16;1
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2009;63;4;151;12
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2010;158;17;542;72
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2011;46;0;183;35
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2012;18;0;23;0
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2013;20;3;18;5
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2014;8;0;38;1
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2015;14;7;35;5
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2016;32;3;19;4
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;Sin dato;0;0;16;0
32;Argentina;NEA;22;CHACO;91;MAIPU;2009;87;0;204;135
32;Argentina;NEA;22;CHACO;91;MAIPU;2010;87;6;236;35
32;Argentina;NEA;22;CHACO;91;MAIPU;2011;28;0;91;14
32;Argentina;NEA;22;CHACO;91;MAIPU;2012;2;0;15;10
32;Argentina;NEA;22;CHACO;91;MAIPU;2013;10;0;56;0
32;Argentina;NEA;22;CHACO;91;MAIPU;2014;26;1;46;8
32;Argentina;NEA;22;CHACO;91;MAIPU;2015;17;6;25;20
32;Argentina;NEA;22;CHACO;91;MAIPU;2016;1;0;3;0
32;Argentina;NEA;22;CHACO;91;MAIPU;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;91;MAIPU;Sin dato;1;0;3;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2010;1;0;7;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2011;5;0;28;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2012;0;0;23;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2013;83;0;150;5
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2014;3;0;32;5
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2015;21;5;74;20
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2016;0;0;0;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;98;MAYOR LUIS J. FONTANA;Sin dato;2;1;4;0
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2011;0;4;48;0
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2012;0;0;15;0
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2013;6;0;8;0
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2014;8;1;30;4
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2015;7;0;24;0
32;Argentina;NEA;22;CHACO;112;O' HIGGINS;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2010;49;5;213;75
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2011;1;5;26;1
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2012;58;8;117;4
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2014;0;0;5;0
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2015;8;0;0;1
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2016;2;0;1;0
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;119;PRESIDENTE DE LA PLAZA;Sin dato;3;0;7;0
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2009;12;1;14;4
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2010;193;13;515;106
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2011;259;18;890;103
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2012;19;0;62;1
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2013;7;0;3;0
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2014;14;0;37;14
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2015;16;0;30;20
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2016;0;0;0;1
32;Argentina;NEA;22;CHACO;133;QUITILIPI;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2010;1;0;0;0
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2011;5;0;37;2
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2012;12;4;20;2
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2013;8;0;6;0
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2014;23;1;26;8
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2015;10;0;2;9
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2016;0;0;0;2
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;Sin dato;3;2;27;13
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2011;30;0;39;3
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2013;3;0;1;0
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2014;31;5;32;14
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2015;28;2;47;12
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;Sin dato;0;0;0;0
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2009;17;5;88;41
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2010;31;2;103;27
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2011;219;20;568;60
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2012;34;0;40;11
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2013;0;0;0;3
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2014;10;5;59;22
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2015;7;0;10;10
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;154;SARGENTO CABRAL;Sin dato;1;0;10;0
32;Argentina;NEA;22;CHACO;161;TAPENAGA;2016;0;0;6;9
32;Argentina;NEA;22;CHACO;161;TAPENAGA;2017;0;0;0;0
32;Argentina;NEA;22;CHACO;161;TAPENAGA;Sin dato;0;0;0;4
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2009;5;0;32;2
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2010;1;0;64;25
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2011;40;0;93;8
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2012;26;25;136;20
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2013;0;5;15;3
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2015;10;1;17;1
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;7;BIEDMA;Sin dato;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2009;100;11;133;53
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2010;181;13;513;148
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2011;43;0;264;85
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2012;24;2;143;15
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2013;10;3;66;10
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2015;9;0;3;0
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2016;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;2012;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;2016;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2009;30;2;63;22
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2010;82;1;241;33
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2011;20;0;122;13
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2012;2;0;19;0
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2013;1;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2015;2;0;3;0
32;Argentina;PATAGONIA;26;CHUBUT;35;FUTALEUFU;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;42;GAIMAN;2010;5;0;57;11
32;Argentina;PATAGONIA;26;CHUBUT;42;GAIMAN;2011;2;0;10;0
32;Argentina;PATAGONIA;26;CHUBUT;42;GAIMAN;2012;10;0;44;0
32;Argentina;PATAGONIA;26;CHUBUT;42;GAIMAN;2013;4;0;14;8
32;Argentina;PATAGONIA;26;CHUBUT;42;GAIMAN;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2009;17;2;54;12
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2010;0;0;3;12
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2011;42;1;185;2
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2012;14;6;73;1
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2013;2;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;49;GASTRE;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2009;28;1;15;24
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2010;64;0;99;68
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2011;34;0;119;30
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2012;2;0;18;0
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2013;0;0;7;0
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUI¥EO;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;63;MARTIRES;2009;0;0;6;0
32;Argentina;PATAGONIA;26;CHUBUT;63;MARTIRES;2011;0;0;7;0
32;Argentina;PATAGONIA;26;CHUBUT;63;MARTIRES;2012;0;0;13;0
32;Argentina;PATAGONIA;26;CHUBUT;63;MARTIRES;2013;0;0;5;0
32;Argentina;PATAGONIA;26;CHUBUT;63;MARTIRES;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2009;1;0;2;0
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2010;5;0;57;0
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2011;9;0;60;3
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2012;0;4;21;1
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2013;4;0;3;0
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2014;0;0;1;0
32;Argentina;PATAGONIA;26;CHUBUT;77;RAWSON;2017;0;0;0;0
32;Argentina;PATAGONIA;26;CHUBUT;91;SARMIENTO;2010;10;0;76;17
32;Argentina;PATAGONIA;26;CHUBUT;91;SARMIENTO;2011;13;3;76;3
