cod_pais,nom_pais,Region,Provincia,Cod prov,Departamento,Cod dpto,Año del dato,Tenencia de la tierra,Cantidad de NAFs
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2013,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2014,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2014,Otra condición,9
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2014,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2015,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2016,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2017,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2017,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,GENERAL SAN MARTIN,42,2017,Tenedor,10
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2009,Otra condición,7
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2009,Posesión,23
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2009,Propietario,39
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2009,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2010,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2010,Otra condición,24
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2010,Posesión,24
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2010,Propietario,19
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2010,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2011,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2011,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2011,Propietario,25
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2011,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2013,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2013,Propietario,4
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2013,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2014,Propietario,6
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2015,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2015,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2016,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2016,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2016,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2016,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2017,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2017,Posesión,11
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2017,Propietario,4
32,Argentina,CENTRO,CORDOBA,14,ISCHILIN,49,2017,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2011,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2013,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2015,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2015,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2016,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2016,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,JUAREZ CELMAN,56,2017,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2011,No declara tierra con límite,11
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2013,Otra condición,7
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2013,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2014,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2014,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2014,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2016,Integrante,1
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2016,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2016,Propietario,19
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2016,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,MARCOS JUAREZ,63,2017,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2009,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2009,Otra condición,17
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2009,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2010,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2010,Posesión,13
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2010,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2010,Tenedor,12
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2011,Propietario,14
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2011,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2012,Propietario,12
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2012,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2014,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2014,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2015,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2015,Posesión,17
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2015,Propietario,4
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2015,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2016,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2016,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2016,Propietario,11
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2016,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2017,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2017,Posesión,8
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2017,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,MINAS,70,2017,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Declara pero aún no se determinó la condición,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Integrante,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Posesión,10
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Propietario,8
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2009,Tenedor,6
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,Declara pero aún no se determinó la condición,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,Otra condición,16
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,Posesión,53
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,Propietario,29
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2010,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2011,Otra condición,17
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2011,Posesión,16
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2011,Propietario,21
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2013,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2013,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2014,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2014,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2014,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2015,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2016,Integrante,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2016,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2016,Posesión,5
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2016,Propietario,8
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2017,Integrante,2
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2017,No declara tierra con límite,11
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2017,Posesión,20
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2017,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,2017,Tenedor,7
32,Argentina,CENTRO,CORDOBA,14,POCHO,77,Sin dato,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,PRESIDENTE ROQUE SAENZ PEÑA,84,2011,No declara tierra con límite,22
32,Argentina,CENTRO,CORDOBA,14,PRESIDENTE ROQUE SAENZ PEÑA,84,2015,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,PRESIDENTE ROQUE SAENZ PEÑA,84,2016,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,PRESIDENTE ROQUE SAENZ PEÑA,84,2017,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2009,Integrante,6
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2009,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2009,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2009,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2009,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2010,Otra condición,8
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2010,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2010,Propietario,14
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2010,Tenedor,19
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2011,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2012,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2012,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2012,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2013,No declara tierra con límite,23
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2013,Otra condición,8
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2013,Propietario,5
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2013,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2014,Integrante,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2014,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2014,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2014,Propietario,16
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2014,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,Integrante,3
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,Otra condición,15
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,Posesión,11
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,Propietario,27
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2015,Tenedor,11
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2016,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2016,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2017,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2017,Posesión,9
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2017,Propietario,13
32,Argentina,CENTRO,CORDOBA,14,PUNILLA,91,2017,Tenedor,12
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2009,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2009,Propietario,7
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2009,Tenedor,8
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2010,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2010,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2010,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2011,No declara tierra con límite,27
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2012,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2013,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2014,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2014,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2014,Tenedor,9
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2015,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2015,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2015,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2016,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2016,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2016,Propietario,7
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2016,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2017,No declara tierra con límite,13
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2017,Posesión,28
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2017,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,RIO CUARTO,98,2017,Tenedor,9
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2010,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2010,Posesión,13
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2010,Propietario,4
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2012,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2012,Otra condición,13
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2012,Posesión,4
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2012,Propietario,6
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2012,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2013,No declara tierra con límite,23
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2013,Otra condición,4
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2013,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2013,Propietario,7
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2014,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2014,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2014,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2014,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2015,Otra condición,13
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2015,Posesión,11
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2015,Propietario,17
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2015,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2016,No declara tierra con límite,3
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2016,Otra condición,4
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2016,Posesión,5
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2016,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2016,Tenedor,5
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2017,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2017,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,2017,Tenedor,5
32,Argentina,CENTRO,CORDOBA,14,RIO PRIMERO,105,Sin dato,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2009,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2009,Posesión,8
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2009,Propietario,14
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2009,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2010,Declara pero aún no se determinó la condición,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2010,Otra condición,13
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2010,Posesión,56
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2010,Propietario,55
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2010,Tenedor,13
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2011,No declara tierra con límite,5
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2011,Otra condición,4
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2011,Posesión,13
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2011,Propietario,16
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2011,Tenedor,4
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2012,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2012,Propietario,8
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2012,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2013,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2014,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2014,Propietario,3
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2014,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2015,No declara tierra con límite,10
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2015,Otra condición,4
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2015,Posesión,10
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2015,Propietario,8
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2015,Tenedor,10
32,Argentina,CENTRO,CORDOBA,14,RIO SECO,112,2017,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2010,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2011,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2011,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2012,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2013,No declara tierra con límite,5
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2013,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2013,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2013,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2013,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2014,No declara tierra con límite,13
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2014,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2015,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2016,No declara tierra con límite,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2016,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2016,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2016,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2017,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2017,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,2017,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,Sin dato,Propietario,2
32,Argentina,CENTRO,CORDOBA,14,RIO SEGUNDO,119,Sin dato,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2009,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2009,Propietario,4
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2009,Tenedor,6
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2010,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2010,Otra condición,30
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2010,Posesión,22
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2010,Propietario,52
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2010,Tenedor,13
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2011,Otra condición,7
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2011,Posesión,7
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2011,Propietario,12
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2011,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2012,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2012,Posesión,5
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2012,Propietario,8
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2013,No declara tierra con límite,6
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2013,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2013,Propietario,10
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2013,Tenedor,2
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2014,No declara tierra con límite,6
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2014,Otra condición,2
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2014,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2014,Propietario,1
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2015,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2015,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2015,Propietario,5
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2015,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2016,Posesión,6
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2016,Propietario,7
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2016,Tenedor,3
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2017,No declara tierra con límite,4
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2017,Posesión,20
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2017,Propietario,12
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,2017,Tenedor,8
32,Argentina,CENTRO,CORDOBA,14,SAN ALBERTO,126,Sin dato,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2009,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2009,Posesión,3
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2009,Propietario,10
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2009,Tenedor,9
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2010,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2010,Otra condición,43
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2010,Posesión,24
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2010,Propietario,95
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2010,Tenedor,10
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2011,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2011,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2011,Propietario,27
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2011,Tenedor,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2012,Integrante,3
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2012,Otra condición,3
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2012,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2012,Propietario,28
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2012,Tenedor,7
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2013,No declara tierra con límite,10
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2013,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2013,Propietario,9
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2013,Tenedor,7
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2014,No declara tierra con límite,30
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2014,Posesión,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2014,Propietario,18
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2014,Tenedor,10
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2015,No declara tierra con límite,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2015,Otra condición,4
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2015,Posesión,2
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2015,Propietario,16
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2015,Tenedor,17
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2016,No declara tierra con límite,3
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2016,Otra condición,1
32,Argentina,CENTRO,CORDOBA,14,SAN JAVIER,133,2016,Posesión,1
