cod_pais,nom_pais,region,cod_provincia,nom_provincia,cod_depto,nom_depto,año_de_registro,Cant_de_naf,integ_del_NAF,sin_educacion_formal,educacion_inicial,educacion_primaria,educacion_secundaria,educacion_cens,educacion_superior,educacion_especial
32,Argentina,PATAGONIA,58,NEUQUEN,35,CONFLUENCIA,2017,65,116,1,2,66,40,0,7,0
32,Argentina,PATAGONIA,58,NEUQUEN,35,CONFLUENCIA,Sin dato,1,2,0,0,2,0,0,0,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2009,7,21,0,0,11,6,3,1,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2010,33,104,12,7,43,31,0,11,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2011,22,56,1,12,16,24,0,3,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2012,9,26,1,1,14,8,0,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2013,6,15,2,2,5,4,0,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2016,23,45,4,2,18,18,1,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,35,CONHELO,2017,67,158,13,1,73,53,2,16,0
32,Argentina,CENTRO,82,SANTA FE,28,CONSTITUCION,2012,35,123,7,7,64,31,3,10,1
32,Argentina,CENTRO,82,SANTA FE,28,CONSTITUCION,2014,12,32,3,4,9,10,0,1,0
32,Argentina,CENTRO,82,SANTA FE,28,CONSTITUCION,2015,41,124,10,9,59,17,1,0,0
32,Argentina,CENTRO,82,SANTA FE,28,CONSTITUCION,2016,47,59,8,10,22,13,1,0,0
32,Argentina,CENTRO,82,SANTA FE,28,CONSTITUCION,2017,18,18,0,0,15,3,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2009,51,239,31,3,194,10,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2010,195,954,98,47,632,143,4,28,1
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2011,116,528,61,25,331,91,1,17,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2012,7,37,4,2,20,9,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2015,7,21,0,0,12,7,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2016,1,5,0,0,3,1,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,2017,5,14,2,0,5,5,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,56,COPO,Sin dato,2,9,0,0,4,3,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,182,CORONEL DE MARINA L ROSALES,2010,1,7,1,1,5,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,182,CORONEL DE MARINA L ROSALES,2012,12,37,4,1,19,11,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,182,CORONEL DE MARINA L ROSALES,2013,12,31,2,1,12,11,0,3,1
32,Argentina,CENTRO,6,BUENOS AIRES,182,CORONEL DE MARINA L ROSALES,2014,6,22,0,0,9,9,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,189,CORONEL DORREGO,2013,13,36,0,1,21,12,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,189,CORONEL DORREGO,2014,4,14,1,4,1,8,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,189,CORONEL DORREGO,2015,1,4,0,0,1,1,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,189,CORONEL DORREGO,2016,3,13,3,0,6,0,0,3,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2009,14,48,0,0,35,8,0,0,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2010,84,290,17,19,166,71,0,9,1
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2011,49,135,12,5,59,50,4,5,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2012,4,6,0,0,6,0,0,0,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2013,25,71,5,0,37,17,1,6,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2014,41,145,12,7,46,59,1,15,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2015,47,146,5,6,58,36,3,31,1
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2016,1,2,0,0,0,0,0,0,0
32,Argentina,CUYO,46,LA RIOJA,28,CORONEL FELIPE VARELA,2017,6,16,0,0,6,5,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2010,6,22,0,0,16,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2011,8,30,1,3,15,9,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2012,9,31,2,1,23,5,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2013,17,52,4,2,26,19,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2014,1,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,196,CORONEL PRINGLES,2017,5,9,1,0,5,2,0,1,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2010,1,1,0,0,1,0,0,0,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2011,4,19,2,2,8,7,0,0,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2012,1,3,0,0,0,1,0,1,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2013,1,4,0,0,1,3,0,0,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2016,5,6,0,0,4,1,0,1,0
32,Argentina,CUYO,74,SAN LUIS,21,CORONEL PRINGLES,2017,18,18,0,0,17,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,203,CORONEL SUAREZ,2010,30,80,4,5,42,18,0,11,0
32,Argentina,CENTRO,6,BUENOS AIRES,203,CORONEL SUAREZ,2011,2,8,0,0,6,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,203,CORONEL SUAREZ,2012,3,6,0,0,2,3,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,203,CORONEL SUAREZ,2016,2,3,0,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,203,CORONEL SUAREZ,2017,7,7,0,0,1,4,0,2,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,7,CORPEN AIKE,2014,1,2,0,0,2,0,0,0,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,7,CORPEN AIKE,2015,10,30,0,0,14,8,0,7,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,7,CORPEN AIKE,2016,30,94,1,4,27,42,0,13,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,7,CORPEN AIKE,2017,23,66,5,0,29,21,0,11,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,7,CORPEN AIKE,Sin dato,1,2,0,0,1,1,0,0,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2009,16,57,0,3,32,18,0,2,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2010,1,5,0,0,3,2,0,0,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2011,20,82,7,4,40,23,0,7,1
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2013,5,18,2,1,7,7,0,1,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2015,88,248,2,4,134,71,0,20,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2016,12,40,2,0,18,13,0,7,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,2017,13,45,1,0,23,14,0,7,0
32,Argentina,NOA,90,TUCUMAN,14,CRUZ ALTA,Sin dato,16,52,0,1,30,8,0,3,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2009,90,342,18,10,189,87,12,7,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2010,265,816,57,36,538,168,1,12,2
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2011,115,333,19,42,171,95,0,6,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2012,37,92,8,1,59,22,0,1,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2013,31,100,3,0,51,42,1,2,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2014,35,75,3,2,37,21,0,7,1
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2015,81,198,9,9,78,63,0,24,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2016,69,187,13,4,96,57,0,9,0
32,Argentina,CENTRO,14,CORDOBA,28,CRUZ DEL EJE,2017,52,108,11,2,43,43,1,8,0
32,Argentina,PATAGONIA,42,LA PAMPA,42,CURACO,2010,2,7,1,0,2,2,0,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,42,CURACO,2011,28,68,15,2,35,14,0,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,42,CURACO,2012,2,5,2,0,2,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2009,20,74,10,6,45,9,0,0,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2010,18,66,8,5,39,13,0,1,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2011,34,109,25,4,65,12,0,0,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2012,31,93,8,13,41,22,0,5,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2013,4,8,0,0,3,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2014,8,22,6,0,4,1,0,1,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2015,27,78,3,13,37,9,0,1,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2016,1,2,0,1,0,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,35,CURUZU CUATIA,2017,8,8,0,0,6,1,0,1,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2009,103,346,32,18,173,104,0,15,1
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2010,220,698,59,58,315,210,10,36,1
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2011,94,293,34,12,135,77,2,33,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2012,46,134,13,11,64,39,0,7,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2013,24,68,5,5,21,31,0,6,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2015,6,17,3,0,8,3,0,0,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2016,2,3,0,0,1,1,0,1,0
32,Argentina,PATAGONIA,26,CHUBUT,14,CUSHAMEN,2017,105,261,16,0,105,97,0,43,0
32,Argentina,CENTRO,6,BUENOS AIRES,231,DAIREAUX,2011,4,22,2,1,7,9,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,231,DAIREAUX,2013,6,10,0,2,4,4,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,231,DAIREAUX,2016,1,2,1,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,231,DAIREAUX,2017,25,28,1,0,14,12,0,1,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,14,DESEADO,2014,25,64,1,5,22,30,0,4,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,14,DESEADO,2015,38,123,2,4,54,41,0,14,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,14,DESEADO,2016,1,3,0,0,1,1,0,1,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,14,DESEADO,2017,55,141,3,0,59,61,0,18,0
32,Argentina,PATAGONIA,78,SANTA CRUZ,14,DESEADO,Sin dato,82,192,4,4,37,24,0,2,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2009,11,34,2,2,22,8,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2010,23,82,5,3,42,27,0,5,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2011,12,55,7,1,28,19,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2012,1,1,0,0,1,0,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2013,41,132,7,6,78,29,1,5,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2014,37,126,14,23,56,24,1,0,1
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2015,2,5,1,0,1,3,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2016,56,138,4,0,80,17,0,2,0
32,Argentina,NEA,30,ENTRE RIOS,21,DIAMANTE,2017,56,166,3,0,135,24,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2011,8,17,0,0,9,5,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2012,28,63,1,8,33,18,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2013,30,57,0,4,28,22,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2014,2,5,0,0,1,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2015,2,4,0,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2016,5,14,2,0,6,4,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,238,DOLORES,2017,11,24,2,0,14,6,0,2,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2010,15,29,0,0,14,13,0,2,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2011,3,7,0,0,4,0,0,3,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2012,9,37,2,1,10,17,0,7,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2013,22,64,3,1,23,25,1,10,1
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2014,10,42,3,1,8,14,0,16,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2015,1,8,0,0,2,2,0,4,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2016,63,119,8,0,63,36,0,12,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,2017,36,80,5,1,49,20,0,5,0
32,Argentina,NOA,38,JUJUY,21,DR MANUEL BELGRANO,Sin dato,7,26,1,0,5,7,0,6,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2009,9,25,2,3,9,11,0,0,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2010,16,45,2,7,11,20,0,5,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2011,2,6,2,0,0,4,0,0,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2012,14,37,3,3,13,15,0,3,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2013,7,24,0,1,8,13,0,2,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2014,13,31,3,1,6,19,0,2,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2016,14,29,2,1,16,7,0,3,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,2017,12,38,7,0,13,13,0,5,0
32,Argentina,NOA,38,JUJUY,42,DR MANUEL BELGRANO,Sin dato,1,1,0,0,1,0,0,0,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2009,3,19,0,1,9,4,0,2,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2011,1,1,0,0,1,0,0,0,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2012,31,96,3,2,46,30,9,6,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2013,11,18,0,0,13,4,0,1,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2015,3,9,1,0,6,0,0,1,0
32,Argentina,NOA,10,CATAMARCA,56,EL ALTO,2017,15,31,5,0,13,11,0,2,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2009,34,160,16,12,67,44,2,12,1
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2010,52,217,25,16,95,70,5,5,1
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2011,41,151,11,19,67,44,0,9,1
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2012,13,43,3,0,16,19,0,5,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2013,21,70,6,4,29,22,0,9,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2014,4,10,0,2,6,2,0,0,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2016,17,49,5,0,24,11,0,8,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,2017,58,140,17,0,65,45,0,13,0
32,Argentina,NOA,38,JUJUY,14,EL CARMEN,Sin dato,7,28,3,0,13,10,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2009,2,11,1,0,10,0,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2010,12,35,15,3,14,1,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2012,9,17,4,6,6,1,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2013,4,12,4,0,5,3,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2014,2,10,1,0,5,3,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2015,5,11,2,0,8,0,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2016,7,9,3,0,6,0,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,2017,7,10,0,0,9,1,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,35,EL CUY,Sin dato,1,1,0,0,0,0,0,0,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2009,108,457,34,89,228,50,1,4,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2010,254,1051,152,80,608,180,5,17,5
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2011,83,237,30,20,135,43,3,5,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2012,15,41,11,1,16,13,0,0,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2013,1,4,0,0,1,2,0,1,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2014,33,67,4,1,30,27,0,2,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2015,24,76,6,1,32,21,1,5,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2016,10,28,0,1,13,8,0,0,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,2017,84,197,14,2,127,47,0,7,0
32,Argentina,NEA,54,MISIONES,42,ELDORADO,Sin dato,26,78,6,0,35,17,0,1,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2009,73,273,37,12,168,42,2,6,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2010,154,609,55,47,363,125,0,14,1
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2011,56,212,24,6,128,49,0,4,1
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2012,29,79,17,2,48,11,0,1,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2013,30,94,19,1,42,19,0,3,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2014,92,311,29,14,173,73,0,8,2
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2015,14,45,8,1,22,10,0,1,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2016,33,96,12,1,60,22,0,1,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,2017,8,13,0,0,9,4,0,0,0
32,Argentina,NEA,18,CORRIENTES,42,EMPEDRADO,Sin dato,2,13,1,0,6,5,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,245,ENSENADA,2011,1,1,0,0,0,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,245,ENSENADA,2012,2,4,0,0,2,1,1,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,245,ENSENADA,2015,2,6,0,0,3,2,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,245,ENSENADA,Sin dato,1,3,0,0,1,1,0,0,0
32,Argentina,PATAGONIA,26,CHUBUT,21,ESCALANTE,2012,1,5,0,0,1,1,0,3,0
32,Argentina,PATAGONIA,26,CHUBUT,21,ESCALANTE,2016,1,3,0,0,1,1,0,1,0
32,Argentina,PATAGONIA,26,CHUBUT,21,ESCALANTE,2017,144,224,8,0,103,80,0,33,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2010,2,7,0,1,2,3,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2011,60,205,17,58,66,55,1,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2012,37,94,8,20,34,25,1,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2013,5,12,0,3,5,2,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2014,2,4,0,0,1,1,2,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2015,30,67,4,6,38,14,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2016,28,63,15,2,38,8,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,2017,48,95,16,2,63,10,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,252,ESCOBAR,Sin dato,12,36,5,4,20,2,0,0,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2009,21,83,5,7,51,17,0,3,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2010,82,357,42,20,226,59,0,2,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2011,66,198,15,9,120,39,1,8,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2012,19,45,9,1,21,7,1,0,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2013,16,47,3,1,28,14,0,1,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2014,28,86,2,2,42,20,0,3,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2015,5,7,2,2,2,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2016,2,10,1,1,6,2,0,0,0
32,Argentina,NEA,18,CORRIENTES,49,ESQUINA,2017,6,10,1,0,4,4,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2010,2,4,0,0,1,1,1,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2011,15,55,8,7,19,15,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2012,7,21,2,5,6,5,0,2,1
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2013,41,110,3,14,53,30,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2014,1,2,0,0,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2015,3,3,0,0,1,0,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2016,5,14,1,0,10,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,2017,5,14,2,0,12,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,260,ESTEBAN ECHEVERRIA,Sin dato,1,2,1,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2009,1,1,0,0,0,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2011,15,57,13,0,25,18,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2012,19,82,14,2,33,23,2,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2013,13,52,7,0,18,17,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2015,7,25,2,0,17,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2016,2,3,0,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,266,EXALTACION DE LA CRUZ,2017,3,6,0,0,2,1,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,270,EZEIZA,2010,1,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,270,EZEIZA,2011,3,5,0,1,2,1,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,270,EZEIZA,2012,4,7,0,1,4,1,1,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,270,EZEIZA,2013,9,28,4,5,8,7,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,270,EZEIZA,2017,1,1,0,0,0,0,0,1,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2009,21,69,3,6,38,19,0,2,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2010,101,492,25,5,257,174,1,22,6
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2011,27,116,9,10,44,43,0,9,1
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2012,3,12,1,0,5,1,0,4,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2013,144,298,16,11,179,64,1,15,2
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2014,8,31,0,1,16,10,0,2,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2015,5,17,1,0,4,6,0,3,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2016,9,15,0,0,9,5,0,1,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,2017,22,34,1,0,16,12,0,5,0
32,Argentina,NOA,90,TUCUMAN,28,FAMAILLA,Sin dato,6,18,0,1,12,0,0,0,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2009,39,168,9,4,81,45,5,18,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2010,63,240,11,10,134,60,3,19,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2011,48,161,5,9,78,51,5,13,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2012,4,10,0,1,4,3,0,2,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2013,11,28,5,1,13,5,0,4,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2014,61,104,3,3,49,33,3,8,0
32,Argentina,CUYO,46,LA RIOJA,49,FAMATINA,2015,8,9,0,0,5,2,0,1,0
