cod_pais,nom_pais,region,cod_provincia,nom_provincia,cod_depto,nom_depto,año_de_registro,Cant_de_naf,integ_del_NAF,sin_educacion_formal,educacion_inicial,educacion_primaria,educacion_secundaria,educacion_cens,educacion_superior,educacion_especial
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,168,SALAVINA,2013,6,21,0,1,20,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,168,SALAVINA,2016,2,9,1,0,7,0,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,168,SALAVINA,2017,3,9,0,1,7,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,168,SALAVINA,Sin dato,2,8,0,0,5,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,714,SALTO,2010,13,49,4,2,28,14,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,714,SALTO,2012,3,13,0,3,1,9,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,714,SALTO,2013,5,9,0,0,4,3,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,714,SALTO,2017,3,8,1,0,2,3,0,2,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2009,12,50,0,2,23,20,1,0,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2010,121,411,45,51,206,97,5,6,1
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2011,27,115,6,3,89,15,0,2,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2012,16,40,1,2,26,11,0,0,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2013,19,46,1,1,28,13,0,0,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2014,12,35,2,3,14,14,0,0,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2015,10,34,0,4,15,12,2,0,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2016,16,60,2,0,33,19,0,3,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,2017,44,135,5,0,78,44,0,8,0
32,Argentina,CENTRO,14,CORDOBA,126,SAN ALBERTO,Sin dato,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,728,SAN ANDRES DE GILES,2012,32,74,2,7,31,26,1,7,0
32,Argentina,CENTRO,6,BUENOS AIRES,728,SAN ANDRES DE GILES,2013,16,34,2,0,10,12,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,728,SAN ANDRES DE GILES,2015,2,5,0,0,2,3,0,0,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,2010,8,9,0,0,4,5,0,0,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,2012,2,6,0,0,3,2,0,1,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,2013,6,7,0,0,4,2,0,1,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,2016,19,62,4,0,23,31,0,4,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,2017,8,29,1,0,16,9,0,3,0
32,Argentina,NOA,38,JUJUY,56,SAN ANTONIO,Sin dato,1,6,0,0,1,4,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,77,SAN ANTONIO,2011,2,10,0,0,5,4,0,1,0
32,Argentina,PATAGONIA,62,RIO NEGRO,77,SAN ANTONIO,2017,5,6,0,0,4,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,735,SAN ANTONIO DE ARECO,2011,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,735,SAN ANTONIO DE ARECO,2012,29,65,4,1,43,11,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,735,SAN ANTONIO DE ARECO,2014,1,1,0,0,0,0,0,1,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2010,40,144,8,10,75,39,0,11,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2011,9,33,0,0,17,14,0,2,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2012,57,202,10,12,97,57,8,16,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2013,15,44,2,1,18,18,0,5,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2014,4,9,1,0,4,3,0,1,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2015,4,4,0,0,1,3,0,0,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2016,2,5,2,0,1,1,0,1,0
32,Argentina,CUYO,46,LA RIOJA,119,SAN BLAS DE LOS SAUCES,2017,6,18,4,0,8,3,0,3,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2009,22,75,6,3,42,13,1,2,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2010,109,382,45,20,199,86,5,22,2
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2011,4,8,0,0,7,1,0,0,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2012,27,106,5,3,62,26,0,10,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2013,13,52,5,1,27,12,0,7,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2014,2,2,0,0,2,0,0,0,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2015,9,17,0,0,8,1,0,6,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2016,7,14,0,0,10,4,0,0,0
32,Argentina,CUYO,50,MENDOZA,91,SAN CARLOS,2017,32,90,4,1,44,23,0,18,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2010,69,289,23,33,152,67,0,14,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2011,66,273,16,5,154,67,2,27,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2012,35,137,13,7,62,46,1,8,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2013,67,226,26,13,76,81,0,27,1
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2014,49,175,4,9,78,48,4,7,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2015,5,27,2,2,12,6,0,4,1
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2016,1,3,0,0,1,1,0,1,0
32,Argentina,NOA,66,SALTA,154,SAN CARLOS,2017,25,86,11,1,46,25,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,742,SAN CAYETANO,2011,1,5,0,0,1,1,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,742,SAN CAYETANO,2017,1,1,0,0,0,0,0,1,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2009,31,121,3,9,71,26,0,8,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2010,76,257,13,17,144,71,3,7,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2011,78,160,10,17,48,65,1,6,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2012,18,31,0,2,18,2,0,1,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2013,27,88,5,3,27,42,0,11,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2014,42,134,9,8,61,44,1,10,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2015,28,89,6,2,32,31,0,11,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2016,17,53,3,3,16,12,0,7,0
32,Argentina,NEA,18,CORRIENTES,133,SAN COSME,2017,15,45,2,0,12,20,0,11,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2010,130,535,27,34,345,116,3,6,1
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2011,68,294,15,21,191,63,0,1,1
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2012,24,46,1,3,29,13,0,0,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2013,12,51,2,1,37,9,0,1,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2014,26,93,5,4,58,19,0,5,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2015,7,22,0,1,3,11,0,3,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2016,18,39,2,2,25,6,0,0,0
32,Argentina,CENTRO,82,SANTA FE,91,SAN CRISTOBAL,2017,31,74,1,2,48,19,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,2011,38,135,6,12,64,46,0,7,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,2012,1,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,2014,18,70,7,3,40,18,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,2016,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,2017,6,7,0,0,3,0,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,749,SAN FERNANDO,Sin dato,5,11,0,1,5,1,0,0,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2010,1,3,0,0,3,0,0,0,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2011,15,48,4,1,23,13,0,7,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2012,12,36,2,2,25,6,0,1,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2013,6,19,0,0,11,8,0,0,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2014,18,57,4,1,38,11,0,2,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2015,12,43,4,2,16,8,0,10,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2016,16,25,1,0,20,3,0,1,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,2017,76,229,20,0,128,59,0,22,0
32,Argentina,NEA,22,CHACO,140,SAN FERNANDO,Sin dato,18,65,9,0,20,9,0,3,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2009,85,320,48,7,240,16,1,5,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2010,115,385,58,89,151,80,3,4,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2011,147,546,76,67,307,85,2,7,2
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2012,42,115,11,12,67,19,2,2,2
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2013,21,48,3,1,24,9,0,1,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2014,63,143,12,9,63,29,2,3,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2015,64,163,10,15,78,30,2,8,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2016,9,27,0,1,16,8,0,2,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,2017,62,202,23,0,117,55,0,7,0
32,Argentina,NEA,54,MISIONES,98,SAN IGNACIO,Sin dato,16,41,5,1,22,1,0,1,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2009,23,98,2,3,28,48,6,1,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2010,173,529,32,20,246,179,2,50,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2011,30,99,10,20,32,30,1,6,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2012,42,141,13,7,63,47,4,6,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2013,28,57,1,0,37,17,0,1,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2014,59,223,15,15,123,65,0,3,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2015,40,173,15,14,87,38,1,10,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2016,18,66,5,5,31,20,0,2,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,2017,48,150,9,0,85,52,0,4,0
32,Argentina,CENTRO,14,CORDOBA,133,SAN JAVIER,Sin dato,20,93,6,1,60,24,0,0,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2009,11,41,8,3,30,0,0,0,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2010,90,337,43,77,175,38,0,4,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2011,40,135,18,0,101,15,0,1,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2012,37,112,17,5,68,22,0,0,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2013,3,9,0,0,7,2,0,0,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2014,140,459,30,25,288,68,0,4,1
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2015,80,261,25,7,150,46,0,4,1
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2016,8,29,3,0,21,2,0,2,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,2017,160,443,13,5,372,48,0,5,0
32,Argentina,NEA,54,MISIONES,105,SAN JAVIER,Sin dato,27,78,7,2,45,4,0,0,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2009,10,35,2,7,16,8,0,2,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2010,119,442,43,34,259,104,0,2,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2011,32,92,6,11,46,26,1,1,1
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2012,75,264,27,13,128,85,0,9,2
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2013,47,138,6,4,84,35,1,5,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2014,56,136,5,19,67,19,3,2,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2015,7,24,0,2,10,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2016,20,45,3,2,23,7,0,1,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,2017,5,8,0,0,6,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,105,SAN JERONIMO,Sin dato,10,24,2,2,14,5,0,0,0
32,Argentina,CENTRO,14,CORDOBA,140,SAN JUSTO,2011,58,59,0,0,1,56,0,2,0
32,Argentina,CENTRO,14,CORDOBA,140,SAN JUSTO,2012,2,4,0,0,2,2,0,0,0
32,Argentina,CENTRO,14,CORDOBA,140,SAN JUSTO,2013,3,12,0,1,6,4,0,1,0
32,Argentina,CENTRO,14,CORDOBA,140,SAN JUSTO,2015,3,6,0,0,3,1,0,1,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2010,12,26,3,1,13,7,0,2,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2011,23,95,9,7,37,30,2,10,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2012,3,11,1,0,5,4,0,0,1
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2013,1,2,0,0,1,1,0,0,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2015,3,14,0,1,8,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2016,2,6,0,0,4,0,0,1,0
32,Argentina,CENTRO,82,SANTA FE,112,SAN JUSTO,2017,1,6,0,0,2,3,0,1,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2010,4,15,1,2,4,5,0,3,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2011,17,53,9,11,25,6,1,1,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2012,6,18,2,1,6,7,0,2,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2013,3,8,0,1,5,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2014,20,52,1,0,27,17,0,2,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2016,4,11,0,1,6,3,0,1,0
32,Argentina,CENTRO,82,SANTA FE,119,SAN LORENZO,2017,3,3,0,0,1,1,0,1,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,2011,21,69,3,9,44,8,0,5,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,2013,2,5,0,0,5,0,0,0,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,2014,30,109,6,3,60,26,0,13,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,2015,35,133,5,6,85,17,0,5,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,2017,90,246,12,0,173,41,0,20,0
32,Argentina,NEA,22,CHACO,147,SAN LORENZO,Sin dato,1,2,0,0,2,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2009,12,48,6,25,5,8,0,2,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2010,127,500,56,77,297,62,0,4,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2011,75,202,19,45,93,34,1,10,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2012,32,111,8,4,79,19,0,0,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2013,2,15,1,0,5,7,0,2,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2014,15,57,3,2,29,13,0,2,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2015,21,73,3,17,41,9,0,2,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2016,8,43,2,1,18,6,0,0,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,2017,4,17,0,0,11,5,0,1,0
32,Argentina,NEA,18,CORRIENTES,140,SAN LUIS DEL PALMAR,Sin dato,1,4,2,2,0,0,0,0,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2010,9,33,2,5,15,11,0,0,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2011,6,26,2,4,9,8,0,3,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2013,1,3,1,0,1,1,0,0,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2014,1,2,0,0,0,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2016,2,5,0,0,3,1,0,1,0
32,Argentina,CENTRO,82,SANTA FE,126,SAN MARTIN,2017,10,23,1,0,11,8,0,3,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2009,13,37,5,2,23,7,0,0,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2010,86,332,36,7,188,74,3,23,1
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2011,55,225,24,63,93,35,4,6,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2012,183,598,28,16,298,164,0,88,2
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2013,325,1033,52,111,544,229,4,68,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2014,171,468,20,44,187,88,0,45,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2015,112,302,12,18,103,66,1,32,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2016,61,161,6,3,96,39,0,10,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,2017,325,721,12,1,557,111,0,40,0
32,Argentina,CUYO,50,MENDOZA,98,SAN MARTIN,Sin dato,6,13,0,0,6,2,0,0,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2010,29,106,4,5,53,31,0,12,1
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2011,44,166,15,7,93,40,1,10,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2012,49,189,14,9,91,53,0,20,2
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2013,48,186,11,5,88,62,0,7,2
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2014,38,127,1,3,69,32,5,9,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2015,12,36,2,1,17,12,0,2,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2016,1,3,0,0,3,0,0,0,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,2017,10,32,2,0,20,8,0,2,0
32,Argentina,CUYO,70,SAN JUAN,91,SAN MARTIN,Sin dato,3,8,0,0,5,1,0,1,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2010,10,39,6,5,22,5,0,0,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2011,2,7,1,0,5,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2013,16,41,5,2,27,5,0,0,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2014,11,28,2,2,11,8,0,5,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2015,8,33,7,0,15,9,0,1,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2016,11,43,2,0,30,10,0,0,0
32,Argentina,NEA,18,CORRIENTES,147,SAN MARTIN,2017,35,118,11,0,74,31,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2009,3,17,0,0,8,2,1,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2010,166,708,93,30,525,47,0,7,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2011,203,839,104,37,591,87,1,18,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2012,10,38,8,2,27,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2013,2,6,1,0,4,0,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2014,3,16,0,5,6,5,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2015,13,40,0,1,29,3,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2016,8,31,3,5,19,3,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,175,SAN MARTIN,2017,4,12,4,0,7,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2010,10,20,0,1,7,10,0,1,1
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2011,6,12,1,1,2,6,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2012,5,15,0,0,1,9,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2013,2,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2015,1,5,0,1,2,0,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,760,SAN MIGUEL,2017,4,4,0,0,1,2,0,1,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2009,11,66,1,2,41,16,0,4,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2010,122,575,64,53,406,48,0,1,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2011,171,752,120,20,520,78,0,4,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2012,31,137,19,4,83,26,0,4,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2013,28,78,9,1,57,8,2,1,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2015,24,86,3,6,33,37,0,6,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2016,8,22,3,0,13,6,0,0,0
32,Argentina,NEA,18,CORRIENTES,154,SAN MIGUEL,2017,19,26,1,0,15,7,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2010,12,40,1,1,23,10,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2012,20,35,1,0,20,10,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2013,11,34,0,1,14,15,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2014,10,38,1,5,16,12,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2015,5,15,0,1,2,5,1,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2016,5,17,3,0,8,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,2017,6,19,2,0,9,8,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,763,SAN NICOLAS,Sin dato,1,4,0,0,1,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2009,18,70,7,1,50,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2010,13,43,1,2,27,11,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2011,31,80,9,3,42,20,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2012,84,224,19,18,127,52,0,6,2
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2013,13,29,3,2,21,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2014,24,60,8,4,29,10,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2015,34,86,10,7,35,23,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2016,17,49,8,1,24,11,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,2017,17,36,4,0,19,12,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,770,SAN PEDRO,Sin dato,1,1,0,0,0,1,0,0,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2009,382,1521,101,69,1032,186,3,11,2
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2010,803,3328,466,432,1984,390,7,32,2
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2011,596,2429,367,481,1290,246,2,12,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2012,108,360,60,21,234,31,0,1,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2013,68,244,37,41,125,20,1,1,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2014,152,542,62,64,303,62,0,2,1
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2015,200,779,93,83,408,117,3,11,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2016,66,200,20,8,135,29,0,5,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,2017,198,673,70,5,467,114,0,17,0
32,Argentina,NEA,54,MISIONES,112,SAN PEDRO,Sin dato,186,625,61,23,284,70,0,5,2
32,Argentina,NOA,38,JUJUY,63,SAN PEDRO,2010,1,6,1,0,1,4,0,0,0
32,Argentina,NOA,38,JUJUY,63,SAN PEDRO,2012,4,24,1,1,9,4,0,9,0
32,Argentina,NOA,38,JUJUY,63,SAN PEDRO,2013,16,36,0,1,11,10,1,12,0
32,Argentina,NOA,38,JUJUY,63,SAN PEDRO,2014,1,6,0,0,0,5,0,1,0
