cod_pais;nom_pais;region;cod_provincia;nom_provincia;cod_depto;nom_depto;Cant_de_naf;año_de_registro;integ_del_NAF;integ_menores_de_edad;integ_mayores_de_edad;integ_que_trabajan_en_el_predio;cant_de_mujeres_integrantes_del_NAF;cant_de_varones_integrantes_del_NAF
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;1;2015;3;0;3;3;1;2
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;12;2016;43;15;28;4;17;26
32;Argentina;NEA;22;CHACO;21;COMANDANTE FERNANDEZ;10;2017;42;22;20;1;19;23
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;34;2009;143;76;67;90;70;73
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;57;2010;229;98;131;179;118;111
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;131;2011;437;193;244;326;221;216
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;48;2012;97;23;74;80;41;56
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;24;2013;53;23;30;40;29;24
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;22;2014;54;17;37;39;25;29
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;65;2015;214;85;129;167;107;107
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;31;2016;80;28;52;4;37;43
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;21;2017;65;19;46;6;28;36
32;Argentina;NEA;18;CORRIENTES;28;CONCEPCION;1;Sin dato;3;1;2;2;2;1
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;4;2009;11;4;7;7;5;6
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;1;2010;1;0;1;0;1;0
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;12;2012;27;10;17;16;20;7
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;2;2013;10;4;6;5;6;4
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;4;2014;23;13;10;14;12;11
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;38;2015;115;28;87;79;52;63
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;4;2016;12;5;7;6;6;6
32;Argentina;NEA;54;MISIONES;35;CONCEPCION;2;2017;4;2;2;0;2;2
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;29;2011;104;36;68;65;46;58
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;86;2013;302;125;177;183;148;154
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;54;2014;220;100;120;110;94;126
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;48;2015;153;45;108;86;81;72
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;16;2016;53;19;34;15;21;32
32;Argentina;NEA;30;ENTRE RIOS;15;CONCORDIA;11;2017;26;11;15;1;10;15
32;Argentina;PATAGONIA;62;RIO NEGRO;28;CONESA;57;2014;217;89;128;108;102;115
32;Argentina;PATAGONIA;62;RIO NEGRO;28;CONESA;42;2015;138;50;88;78;69;69
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;37;2009;125;32;93;97;57;68
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;209;2010;692;234;457;478;358;334
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;85;2011;224;61;163;176;103;121
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;121;2012;349;97;252;243;150;199
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;25;2013;66;15;51;50;27;39
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;4;2015;23;15;8;10;13;10
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;7;2016;21;7;14;0;11;9
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;65;2017;116;11;105;11;53;62
32;Argentina;PATAGONIA;58;NEUQUEN;35;CONFLUENCIA;1;Sin dato;2;0;2;2;1;1
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;7;2009;21;5;16;16;10;11
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;33;2010;104;33;71;71;51;53
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;22;2011;56;14;42;44;30;26
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;9;2012;26;9;17;21;12;14
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;6;2013;15;4;11;9;9;6
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;23;2016;45;4;41;30;17;28
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;67;2017;158;33;125;27;67;91
32;Argentina;CENTRO;82;SANTA FE;28;CONSTITUCION;35;2012;123;41;82;65;62;61
32;Argentina;CENTRO;82;SANTA FE;28;CONSTITUCION;12;2014;32;11;21;20;14;18
32;Argentina;CENTRO;82;SANTA FE;28;CONSTITUCION;41;2015;124;45;79;74;47;77
32;Argentina;CENTRO;82;SANTA FE;28;CONSTITUCION;47;2016;59;4;55;54;8;51
32;Argentina;CENTRO;82;SANTA FE;28;CONSTITUCION;18;2017;18;0;18;8;0;18
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;51;2009;239;129;110;145;127;112
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;195;2010;954;414;540;646;456;498
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;116;2011;528;247;281;336;264;264
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;7;2012;37;14;23;19;21;16
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;7;2015;21;9;12;15;11;10
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;1;2016;5;3;2;3;2;3
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;5;2017;14;3;11;2;9;5
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;56;COPO;2;Sin dato;9;2;7;5;6;3
32;Argentina;CENTRO;6;BUENOS AIRES;182;CORONEL DE MARINA L ROSALES;1;2010;7;5;2;2;5;2
32;Argentina;CENTRO;6;BUENOS AIRES;182;CORONEL DE MARINA L ROSALES;12;2012;37;9;28;13;19;18
32;Argentina;CENTRO;6;BUENOS AIRES;182;CORONEL DE MARINA L ROSALES;12;2013;31;10;21;17;13;18
32;Argentina;CENTRO;6;BUENOS AIRES;182;CORONEL DE MARINA L ROSALES;6;2014;22;7;15;13;9;13
32;Argentina;CENTRO;6;BUENOS AIRES;189;CORONEL DORREGO;13;2013;36;9;27;25;15;21
32;Argentina;CENTRO;6;BUENOS AIRES;189;CORONEL DORREGO;4;2014;14;6;8;8;9;5
32;Argentina;CENTRO;6;BUENOS AIRES;189;CORONEL DORREGO;1;2015;4;0;4;1;1;3
32;Argentina;CENTRO;6;BUENOS AIRES;189;CORONEL DORREGO;3;2016;13;7;6;4;4;7
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;14;2009;48;18;30;29;25;23
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;84;2010;290;100;190;174;135;155
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;49;2011;135;28;107;105;62;73
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;4;2012;6;0;6;6;1;5
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;25;2013;71;24;47;46;36;35
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;41;2014;145;34;111;99;68;77
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;47;2015;146;30;116;74;69;77
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;1;2016;2;0;2;2;1;1
32;Argentina;CUYO;46;LA RIOJA;28;CORONEL FELIPE VARELA;6;2017;16;4;12;1;9;7
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;6;2010;22;7;15;18;11;11
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;8;2011;30;10;20;11;14;16
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;9;2012;31;12;19;11;10;21
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;17;2013;52;18;34;29;20;32
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;1;2014;2;0;2;2;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;196;CORONEL PRINGLES;5;2017;9;2;7;1;3;6
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;1;2010;1;0;1;1;0;1
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;4;2011;19;9;10;16;10;9
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;1;2012;3;1;2;3;1;2
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;1;2013;4;0;4;0;1;3
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;5;2016;6;0;6;0;1;4
32;Argentina;CUYO;74;SAN LUIS;21;CORONEL PRINGLES;18;2017;18;0;18;0;4;12
32;Argentina;CENTRO;6;BUENOS AIRES;203;CORONEL SUAREZ;30;2010;80;24;56;53;41;39
32;Argentina;CENTRO;6;BUENOS AIRES;203;CORONEL SUAREZ;2;2011;8;2;6;4;4;4
32;Argentina;CENTRO;6;BUENOS AIRES;203;CORONEL SUAREZ;3;2012;6;1;5;5;3;3
32;Argentina;CENTRO;6;BUENOS AIRES;203;CORONEL SUAREZ;2;2016;3;0;3;0;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;203;CORONEL SUAREZ;7;2017;7;0;7;0;2;5
32;Argentina;PATAGONIA;78;SANTA CRUZ;7;CORPEN AIKE;1;2014;2;0;2;2;1;1
32;Argentina;PATAGONIA;78;SANTA CRUZ;7;CORPEN AIKE;10;2015;30;6;24;22;17;13
32;Argentina;PATAGONIA;78;SANTA CRUZ;7;CORPEN AIKE;30;2016;94;14;80;64;51;43
32;Argentina;PATAGONIA;78;SANTA CRUZ;7;CORPEN AIKE;23;2017;66;23;43;0;39;27
32;Argentina;PATAGONIA;78;SANTA CRUZ;7;CORPEN AIKE;1;Sin dato;2;0;1;1;1;1
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;16;2009;57;18;39;45;32;25
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;1;2010;5;1;4;4;1;4
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;20;2011;82;27;55;40;36;46
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;5;2013;18;6;12;8;9;9
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;88;2015;248;37;211;139;121;127
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;12;2016;40;8;32;2;15;24
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;13;2017;45;5;40;3;25;20
32;Argentina;NOA;90;TUCUMAN;14;CRUZ ALTA;16;Sin dato;52;3;48;27;27;25
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;90;2009;342;134;208;234;164;178
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;265;2010;816;321;495;567;380;436
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;115;2011;333;140;193;230;158;175
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;37;2012;92;38;54;62;43;49
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;31;2013;100;31;69;45;40;60
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;35;2014;75;16;59;62;36;39
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;81;2015;198;58;140;143;93;105
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;69;2016;187;51;136;90;85;102
32;Argentina;CENTRO;14;CORDOBA;28;CRUZ DEL EJE;52;2017;108;32;76;9;51;57
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;2;2010;7;1;6;7;3;4
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;28;2011;68;13;55;53;31;37
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;2;2012;5;1;4;5;3;2
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;20;2009;74;31;43;52;39;35
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;18;2010;66;27;39;57;30;36
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;34;2011;109;47;62;64;51;58
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;31;2012;93;29;64;66;43;50
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;4;2013;8;2;6;6;4;4
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;8;2014;22;5;17;18;12;10
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;27;2015;78;29;49;45;45;33
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;1;2016;2;1;1;1;0;2
32;Argentina;NEA;18;CORRIENTES;35;CURUZU CUATIA;8;2017;8;0;8;0;3;5
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;103;2009;346;129;217;257;180;166
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;220;2010;698;250;448;545;354;344
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;94;2011;293;107;186;218;137;156
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;46;2012;134;35;99;104;61;73
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;24;2013;68;23;45;43;32;36
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;6;2015;17;4;13;14;9;8
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;2;2016;3;0;3;0;2;1
32;Argentina;PATAGONIA;26;CHUBUT;14;CUSHAMEN;105;2017;261;93;168;11;121;137
32;Argentina;CENTRO;6;BUENOS AIRES;231;DAIREAUX;4;2011;22;13;9;9;12;10
32;Argentina;CENTRO;6;BUENOS AIRES;231;DAIREAUX;6;2013;10;1;9;6;5;5
32;Argentina;CENTRO;6;BUENOS AIRES;231;DAIREAUX;1;2016;2;1;1;1;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;231;DAIREAUX;25;2017;28;2;26;1;16;10
32;Argentina;PATAGONIA;78;SANTA CRUZ;14;DESEADO;25;2014;64;14;50;50;38;26
32;Argentina;PATAGONIA;78;SANTA CRUZ;14;DESEADO;38;2015;123;35;88;73;47;76
32;Argentina;PATAGONIA;78;SANTA CRUZ;14;DESEADO;1;2016;3;1;2;1;1;2
32;Argentina;PATAGONIA;78;SANTA CRUZ;14;DESEADO;55;2017;141;28;113;1;59;81
32;Argentina;PATAGONIA;78;SANTA CRUZ;14;DESEADO;82;Sin dato;192;33;153;33;84;108
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;11;2009;34;16;18;15;20;14
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;23;2010;82;32;50;44;40;42
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;12;2011;55;29;26;26;31;24
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;1;2012;1;0;1;1;0;1
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;41;2013;132;40;92;77;66;66
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;37;2014;126;51;75;62;65;61
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;2;2015;5;1;4;4;2;3
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;56;2016;138;30;108;35;62;74
32;Argentina;NEA;30;ENTRE RIOS;21;DIAMANTE;56;2017;166;70;96;3;69;86
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;8;2011;17;3;14;15;5;12
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;28;2012;63;17;46;42;22;41
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;30;2013;57;13;44;38;20;37
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;2;2014;5;1;4;2;2;3
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;2;2015;4;0;4;3;2;2
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;5;2016;14;6;8;5;9;5
32;Argentina;CENTRO;6;BUENOS AIRES;238;DOLORES;11;2017;24;8;16;4;12;11
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;15;2010;29;9;20;25;9;20
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;3;2011;7;0;7;6;4;3
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;9;2012;37;11;26;27;17;20
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;22;2013;64;15;49;47;33;31
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;10;2014;42;11;31;39;19;23
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;1;2015;8;2;6;3;5;3
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;63;2016;119;28;91;8;56;63
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;36;2017;80;15;65;8;37;43
32;Argentina;NOA;38;JUJUY;21;DR MANUEL BELGRANO;7;Sin dato;26;3;23;17;12;14
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;9;2009;25;7;18;18;14;11
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;16;2010;45;9;36;36;17;28
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;2;2011;6;3;3;2;4;2
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;14;2012;37;13;24;25;15;22
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;7;2013;24;7;17;24;9;15
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;13;2014;31;12;19;21;12;19
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;14;2016;29;7;22;2;14;14
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;12;2017;38;15;23;0;22;16
32;Argentina;NOA;38;JUJUY;42;DR MANUEL BELGRANO;1;Sin dato;1;0;1;1;0;1
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;3;2009;19;7;12;13;9;10
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;1;2011;1;0;1;1;0;1
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;31;2012;96;29;67;60;41;55
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;11;2013;18;5;13;16;6;12
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;3;2015;9;3;6;5;3;6
32;Argentina;NOA;10;CATAMARCA;56;EL ALTO;15;2017;31;10;21;0;14;15
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;34;2009;160;68;92;96;74;86
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;52;2010;217;89;128;129;97;120
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;41;2011;151;59;92;93;72;79
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;13;2012;43;16;27;36;21;22
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;21;2013;70;19;51;59;33;37
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;4;2014;10;3;7;8;3;7
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;17;2016;49;9;40;4;20;29
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;58;2017;140;47;93;7;63;75
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;7;Sin dato;28;7;21;17;10;18
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;2;2009;11;6;5;10;6;5
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;12;2010;35;11;24;22;12;23
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;9;2012;17;1;16;15;4;13
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;4;2013;12;3;9;9;7;5
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;2;2014;10;4;6;4;6;4
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;5;2015;11;1;10;10;3;8
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;7;2016;9;0;9;1;2;7
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;7;2017;10;0;10;1;5;5
32;Argentina;PATAGONIA;62;RIO NEGRO;35;EL CUY;1;Sin dato;1;0;1;0;1;0
32;Argentina;NEA;54;MISIONES;42;ELDORADO;108;2009;457;252;204;242;220;237
32;Argentina;NEA;54;MISIONES;42;ELDORADO;254;2010;1051;548;503;589;516;535
32;Argentina;NEA;54;MISIONES;42;ELDORADO;83;2011;237;105;132;135;123;114
32;Argentina;NEA;54;MISIONES;42;ELDORADO;15;2012;41;21;20;25;26;15
32;Argentina;NEA;54;MISIONES;42;ELDORADO;1;2013;4;1;3;4;2;2
32;Argentina;NEA;54;MISIONES;42;ELDORADO;33;2014;67;12;55;54;41;26
32;Argentina;NEA;54;MISIONES;42;ELDORADO;24;2015;76;22;54;47;35;41
32;Argentina;NEA;54;MISIONES;42;ELDORADO;10;2016;28;7;21;20;12;16
32;Argentina;NEA;54;MISIONES;42;ELDORADO;84;2017;197;80;117;15;108;89
32;Argentina;NEA;54;MISIONES;42;ELDORADO;26;Sin dato;78;20;58;39;41;37
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;73;2009;273;102;171;202;139;134
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;154;2010;609;257;352;487;292;317
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;56;2011;212;80;132;149;113;99
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;29;2012;79;27;52;59;35;44
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;30;2013;94;46;48;58;43;51
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;92;2014;311;115;196;213;157;154
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;14;2015;45;17;28;25;20;25
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;33;2016;96;34;62;14;40;54
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;8;2017;13;3;10;3;9;4
32;Argentina;NEA;18;CORRIENTES;42;EMPEDRADO;2;Sin dato;13;2;11;10;5;8
32;Argentina;CENTRO;6;BUENOS AIRES;245;ENSENADA;1;2011;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;245;ENSENADA;2;2012;4;0;4;2;1;3
32;Argentina;CENTRO;6;BUENOS AIRES;245;ENSENADA;2;2015;6;0;6;4;2;4
32;Argentina;CENTRO;6;BUENOS AIRES;245;ENSENADA;1;Sin dato;3;0;3;0;2;1
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;1;2012;5;1;4;2;3;2
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;1;2016;3;1;2;0;2;1
32;Argentina;PATAGONIA;26;CHUBUT;21;ESCALANTE;144;2017;224;29;195;0;116;105
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;2;2010;7;2;5;3;2;5
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;60;2011;205;58;147;160;88;117
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;37;2012;94;19;75;79;40;54
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;5;2013;12;0;12;10;4;8
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;2;2014;4;1;3;3;2;2
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;30;2015;67;14;53;50;29;38
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;28;2016;63;28;35;4;18;42
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;48;2017;95;28;67;6;44;50
32;Argentina;CENTRO;6;BUENOS AIRES;252;ESCOBAR;12;Sin dato;36;17;19;14;17;19
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;21;2009;83;34;49;65;39;44
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;82;2010;357;171;186;244;186;171
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;66;2011;198;72;126;142;96;102
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;19;2012;45;10;35;35;30;15
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;16;2013;47;14;33;36;23;24
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;28;2014;86;36;50;62;45;41
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;5;2015;7;2;5;5;2;5
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;2;2016;10;4;6;6;6;4
32;Argentina;NEA;18;CORRIENTES;49;ESQUINA;6;2017;10;3;7;0;4;5
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;2;2010;4;1;3;3;2;2
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;15;2011;55;16;39;42;30;25
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;7;2012;21;9;12;14;11;10
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;41;2013;110;34;76;80;63;47
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;1;2014;2;0;2;2;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;3;2015;3;0;3;3;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;5;2016;14;4;10;5;9;5
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;5;2017;14;5;9;0;6;5
32;Argentina;CENTRO;6;BUENOS AIRES;260;ESTEBAN ECHEVERRIA;1;Sin dato;2;1;1;1;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;1;2009;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;15;2011;57;23;34;44;26;31
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;19;2012;82;30;52;60;40;42
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;13;2013;52;16;36;32;28;24
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;7;2015;25;8;17;17;10;15
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;2;2016;3;0;3;0;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;266;EXALTACION DE LA CRUZ;3;2017;6;1;5;0;2;4
32;Argentina;CENTRO;6;BUENOS AIRES;270;EZEIZA;1;2010;2;0;2;2;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;270;EZEIZA;3;2011;5;0;5;5;4;1
32;Argentina;CENTRO;6;BUENOS AIRES;270;EZEIZA;4;2012;7;2;5;5;2;5
32;Argentina;CENTRO;6;BUENOS AIRES;270;EZEIZA;9;2013;28;12;16;10;13;15
32;Argentina;CENTRO;6;BUENOS AIRES;270;EZEIZA;1;2017;1;0;1;0;1;0
