cod_pais;nom_pais;region;cod_provincia;nom_provincia;cod_depto;nom_depto;Cant_de_naf;año_de_registro;integ_del_NAF;integ_menores_de_edad;integ_mayores_de_edad;integ_que_trabajan_en_el_predio;cant_de_mujeres_integrantes_del_NAF;cant_de_varones_integrantes_del_NAF
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;9;2010;31;6;25;20;14;17
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;9;2011;30;11;19;21;13;17
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;59;2012;194;40;154;137;98;96
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;135;2013;460;135;325;263;213;247
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;82;2014;235;41;193;138;123;112
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;40;2015;107;19;88;84;53;54
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;13;2016;29;4;25;8;14;15
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;121;2017;258;24;233;27;104;135
32;Argentina;CUYO;50;MENDOZA;35;JUNIN;2;Sin dato;7;1;6;0;3;4
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;29;2009;108;53;55;40;53;55
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;83;2010;262;92;170;199;117;145
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;44;2011;126;49;77;91;60;66
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;13;2012;36;12;24;24;9;27
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;43;2013;137;47;90;127;74;63
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;7;2014;28;8;20;26;14;14
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;24;2016;26;0;26;2;13;12
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;31;2017;34;1;33;7;11;23
32;Argentina;CUYO;74;SAN LUIS;49;JUNIN;2;Sin dato;6;1;5;3;4;2
32;Argentina;NOA;66;SALTA;77;LA CALDERA;1;2010;3;0;3;3;2;1
32;Argentina;NOA;66;SALTA;77;LA CALDERA;1;2012;5;3;2;5;1;4
32;Argentina;NOA;66;SALTA;77;LA CALDERA;13;2013;48;11;37;36;23;25
32;Argentina;NOA;66;SALTA;77;LA CALDERA;18;2014;57;11;46;45;29;28
32;Argentina;NOA;66;SALTA;77;LA CALDERA;4;2015;13;7;6;13;6;7
32;Argentina;NOA;66;SALTA;77;LA CALDERA;6;2017;18;4;14;0;9;9
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;18;2009;91;43;47;43;43;48
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;50;2010;207;87;120;99;96;111
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;15;2011;60;19;41;35;25;35
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;41;2013;164;63;101;111;86;78
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;4;2014;19;10;9;12;10;9
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;1;2015;2;0;2;2;1;1
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;41;2017;154;45;109;21;75;79
32;Argentina;NOA;66;SALTA;84;LA CANDELARIA;1;Sin dato;4;0;4;2;2;2
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;7;2009;29;12;17;21;18;11
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;123;2010;563;239;324;333;274;289
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;336;2011;967;297;670;583;442;525
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;148;2012;372;143;229;213;150;222
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;34;2013;86;28;58;44;37;49
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;6;2014;22;8;14;14;9;13
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;8;2015;30;8;22;13;16;14
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;45;2016;107;22;85;69;44;63
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;58;2017;123;27;96;13;55;68
32;Argentina;CENTRO;82;SANTA FE;63;LA CAPITAL;24;Sin dato;56;12;44;34;30;26
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;6;2009;16;5;11;12;9;7
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;12;2010;50;15;35;32;30;20
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;15;2011;52;15;37;26;26;26
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;284;2012;1003;362;641;688;483;520
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;70;2013;144;42;102;114;77;67
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;98;2014;262;104;158;160;128;134
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;86;2015;216;80;136;145;128;88
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;11;2016;18;1;17;2;7;11
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;29;2017;67;22;45;8;36;31
32;Argentina;NOA;90;TUCUMAN;49;LA COCHA;34;Sin dato;80;22;58;59;41;39
32;Argentina;CENTRO;6;BUENOS AIRES;420;LA COSTA;1;2010;3;2;1;2;2;1
32;Argentina;CENTRO;6;BUENOS AIRES;420;LA COSTA;1;2011;4;1;3;4;1;3
32;Argentina;CENTRO;6;BUENOS AIRES;420;LA COSTA;1;2013;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;420;LA COSTA;5;2016;6;0;6;0;3;3
32;Argentina;CENTRO;6;BUENOS AIRES;420;LA COSTA;1;2017;2;1;1;0;0;2
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;2;2009;5;2;3;5;3;2
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;89;2010;309;152;157;220;167;142
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;21;2011;53;19;34;49;23;30
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;20;2012;53;17;36;44;26;27
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;15;2013;41;9;32;28;22;19
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;2;2014;6;3;3;2;2;4
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;14;2015;15;1;14;14;10;5
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;2;2016;3;0;3;1;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;12;2017;12;0;12;0;4;8
32;Argentina;CENTRO;6;BUENOS AIRES;427;LA MATANZA;1;Sin dato;2;0;2;0;1;1
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;35;2009;131;55;75;50;61;70
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;70;2010;229;83;146;143;121;108
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;28;2011;91;22;69;66;41;50
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;50;2012;136;38;98;89;75;61
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;2;2013;2;0;2;2;0;2
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;3;2014;5;1;4;3;2;3
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;7;2016;10;0;10;0;3;7
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;29;2017;51;5;46;4;18;26
32;Argentina;CUYO;50;MENDOZA;42;LA PAZ;1;Sin dato;1;0;1;1;0;1
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;37;2009;157;63;94;102;78;79
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;323;2010;1305;602;703;681;645;660
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;89;2011;314;137;177;168;154;160
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;28;2012;105;44;61;45;45;60
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;55;2013;235;102;133;123;116;119
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;75;2014;276;94;182;121;129;147
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;36;2015;123;35;88;53;57;66
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;69;2016;218;83;135;85;90;128
32;Argentina;NEA;30;ENTRE RIOS;70;LA PAZ;25;2017;56;21;35;1;24;26
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;76;2010;283;124;159;200;121;162
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;9;2011;35;17;18;22;20;15
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;67;2012;248;96;152;164;115;133
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;11;2013;42;19;23;25;18;24
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;10;2014;28;14;14;23;20;8
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;16;2015;51;18;33;27;26;25
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;16;2016;33;12;21;3;18;15
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;28;2017;61;18;43;3;21;39
32;Argentina;NOA;10;CATAMARCA;70;LA PAZ;1;Sin dato;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;31;2009;139;57;81;87;74;65
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;117;2010;439;209;230;282;224;215
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;155;2011;603;304;299;353;302;301
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;325;2012;1057;406;651;698;477;580
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;333;2013;1109;458;651;691;523;586
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;117;2014;372;157;215;215;188;184
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;353;2015;907;347;560;546;433;474
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;596;2016;1390;506;884;116;627;717
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;3114;2017;7822;2964;4855;322;3480;3927
32;Argentina;CENTRO;6;BUENOS AIRES;441;LA PLATA;724;Sin dato;2049;738;1310;1066;961;1088
32;Argentina;NOA;66;SALTA;91;LA POMA;111;2010;636;319;317;447;338;298
32;Argentina;NOA;66;SALTA;91;LA POMA;16;2011;47;17;30;33;29;18
32;Argentina;NOA;66;SALTA;91;LA POMA;17;2012;70;37;33;51;38;32
32;Argentina;NOA;66;SALTA;91;LA POMA;24;2013;145;73;72;102;75;70
32;Argentina;NOA;66;SALTA;91;LA POMA;3;2014;11;6;5;8;4;7
32;Argentina;NOA;66;SALTA;91;LA POMA;3;2015;8;4;4;6;6;2
32;Argentina;NOA;66;SALTA;91;LA POMA;15;2017;33;15;18;7;19;14
32;Argentina;NOA;66;SALTA;98;LA VIÑA;7;2010;21;8;13;19;12;9
32;Argentina;NOA;66;SALTA;98;LA VIÑA;12;2011;46;18;28;31;22;24
32;Argentina;NOA;66;SALTA;98;LA VIÑA;2;2012;6;1;5;6;2;4
32;Argentina;NOA;66;SALTA;98;LA VIÑA;5;2013;16;5;11;11;9;7
32;Argentina;NOA;66;SALTA;98;LA VIÑA;1;2015;4;2;2;3;2;2
32;Argentina;NOA;66;SALTA;98;LA VIÑA;49;2017;156;54;102;0;67;89
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;35;2009;95;39;56;67;49;46
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;6;2010;14;3;11;12;6;8
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;15;2011;47;20;27;33;28;19
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;85;2012;273;101;172;198;144;129
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;1;2013;4;3;1;1;2;2
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;22;2014;66;28;38;35;42;24
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;29;2015;52;4;48;46;26;26
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;2;2016;6;1;5;4;3;3
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;49;2017;58;4;54;10;42;16
32;Argentina;PATAGONIA;58;NEUQUEN;56;LACAR;4;Sin dato;8;2;6;2;5;3
32;Argentina;PATAGONIA;78;SANTA CRUZ;28;LAGO ARGENTINO;13;2017;36;9;27;0;13;23
32;Argentina;PATAGONIA;78;SANTA CRUZ;28;LAGO ARGENTINO;22;Sin dato;70;3;38;26;30;40
32;Argentina;PATAGONIA;78;SANTA CRUZ;35;LAGO BUENOS AIRES;2;2014;6;2;4;4;2;4
32;Argentina;PATAGONIA;78;SANTA CRUZ;35;LAGO BUENOS AIRES;15;2015;51;18;33;32;26;25
32;Argentina;PATAGONIA;78;SANTA CRUZ;35;LAGO BUENOS AIRES;14;2017;32;5;27;2;16;16
32;Argentina;PATAGONIA;78;SANTA CRUZ;35;LAGO BUENOS AIRES;11;Sin dato;21;1;18;5;12;9
32;Argentina;NEA;34;FORMOSA;21;LAISHI;7;2011;16;4;12;10;7;9
32;Argentina;NEA;34;FORMOSA;21;LAISHI;14;2012;39;18;21;26;20;19
32;Argentina;NEA;34;FORMOSA;21;LAISHI;10;2013;18;6;12;12;7;11
32;Argentina;NEA;34;FORMOSA;21;LAISHI;9;2014;33;12;21;19;15;18
32;Argentina;NEA;34;FORMOSA;21;LAISHI;1;2015;4;3;1;1;1;3
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2;2016;3;1;2;0;2;1
32;Argentina;NEA;34;FORMOSA;21;LAISHI;14;2017;21;1;20;1;7;14
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;22;2009;62;23;39;47;32;30
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;58;2010;129;24;105;108;60;69
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;49;2011;139;42;97;106;66;73
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;3;2012;9;0;9;9;4;5
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;2;2013;6;2;4;4;4;2
32;Argentina;PATAGONIA;26;CHUBUT;56;LANGUIÑEO;21;2017;39;4;34;8;20;19
32;Argentina;CENTRO;6;BUENOS AIRES;434;LANUS;1;2010;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;434;LANUS;8;2011;12;0;12;11;6;6
32;Argentina;CENTRO;6;BUENOS AIRES;434;LANUS;1;2012;5;4;1;3;3;2
32;Argentina;CENTRO;6;BUENOS AIRES;434;LANUS;1;2013;2;0;2;2;0;2
32;Argentina;CENTRO;6;BUENOS AIRES;448;LAPRIDA;3;2010;10;3;7;4;5;5
32;Argentina;CENTRO;6;BUENOS AIRES;448;LAPRIDA;6;2013;17;7;10;13;8;9
32;Argentina;CENTRO;6;BUENOS AIRES;448;LAPRIDA;1;2014;3;1;2;2;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;448;LAPRIDA;13;2015;43;14;29;28;21;22
32;Argentina;CENTRO;6;BUENOS AIRES;448;LAPRIDA;2;2017;4;0;4;0;2;2
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;32;2010;172;96;76;97;80;92
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;5;2011;19;7;12;9;12;7
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;3;2012;18;7;11;10;9;9
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;3;2013;8;3;5;3;5;3
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;2;2014;3;0;3;3;1;2
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;1;2016;5;1;4;4;3;2
32;Argentina;CENTRO;82;SANTA FE;70;LAS COLONIAS;5;2017;17;7;10;0;7;9
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;32;2010;91;32;59;64;45;46
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;15;2011;36;13;23;27;12;24
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;4;2012;9;4;5;5;3;6
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;50;2013;74;7;67;67;38;36
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;22;2014;32;6;26;27;16;16
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;28;2015;58;20;38;35;22;36
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;8;2016;10;1;9;7;3;7
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;9;2017;12;0;12;0;6;6
32;Argentina;CENTRO;6;BUENOS AIRES;455;LAS FLORES;1;Sin dato;1;0;1;0;0;1
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;1;2009;5;1;3;3;4;1
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;30;2010;120;62;58;70;56;64
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;41;2011;137;57;80;93;62;75
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;25;2012;72;11;61;50;30;42
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;8;2013;27;4;22;22;12;15
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;10;2014;27;7;20;18;14;13
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;18;2015;47;8;39;28;23;24
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;3;2016;7;1;6;2;3;4
32;Argentina;CUYO;50;MENDOZA;49;LAS HERAS;35;2017;63;9;54;3;20;43
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;13;2009;51;18;33;38;23;28
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;598;2010;1993;873;1120;1260;999;994
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;172;2011;463;155;308;316;223;240
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;302;2012;893;275;618;583;420;473
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;140;2013;402;111;290;258;208;194
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;224;2014;662;222;440;401;313;349
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;175;2015;513;158;355;308;231;282
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;13;2016;35;13;22;12;12;23
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;249;2017;345;44;301;58;160;181
32;Argentina;CUYO;50;MENDOZA;56;LAVALLE;5;Sin dato;13;1;12;9;7;6
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;16;2009;85;49;36;53;43;42
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;382;2010;1558;687;870;1107;738;820
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;49;2011;191;83;108;129;89;102
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;22;2012;67;24;43;53;36;31
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;4;2013;15;8;7;7;10;5
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;49;2014;199;96;103;140;87;112
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;43;2015;117;43;74;77;59;58
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;12;2016;34;13;21;11;18;16
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;15;2017;37;13;24;5;20;17
32;Argentina;NEA;18;CORRIENTES;91;LAVALLE;1;Sin dato;2;0;2;1;0;2
32;Argentina;NOA;90;TUCUMAN;56;LEALES;79;2009;278;104;174;194;135;143
32;Argentina;NOA;90;TUCUMAN;56;LEALES;71;2010;274;85;189;160;127;147
32;Argentina;NOA;90;TUCUMAN;56;LEALES;89;2011;284;97;187;188;135;149
32;Argentina;NOA;90;TUCUMAN;56;LEALES;109;2012;217;51;166;169;106;111
32;Argentina;NOA;90;TUCUMAN;56;LEALES;32;2013;94;22;72;69;42;52
32;Argentina;NOA;90;TUCUMAN;56;LEALES;22;2014;77;22;55;53;37;40
32;Argentina;NOA;90;TUCUMAN;56;LEALES;92;2015;267;54;213;149;130;137
32;Argentina;NOA;90;TUCUMAN;56;LEALES;28;2016;94;33;60;1;44;48
32;Argentina;NOA;90;TUCUMAN;56;LEALES;27;2017;70;14;56;2;28;40
32;Argentina;NOA;90;TUCUMAN;56;LEALES;34;Sin dato;97;17;80;53;46;51
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;28;2011;131;72;59;50;65;66
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;40;2012;122;29;93;73;57;65
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;1;2014;3;1;2;2;1;2
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;4;2015;10;4;6;5;5;5
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;12;2016;28;8;20;8;10;18
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;66;2017;75;3;72;14;14;57
32;Argentina;CENTRO;6;BUENOS AIRES;462;LEANDRO N ALEM;1;Sin dato;2;0;2;1;1;1
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;163;2009;644;303;341;429;313;331
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;252;2010;696;253;443;486;333;363
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;157;2011;535;255;280;310;291;244
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;21;2012;52;22;30;32;25;27
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;9;2013;25;9;16;16;10;15
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;105;2014;342;125;217;221;174;168
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;134;2015;443;134;309;296;207;236
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;6;2016;18;5;12;3;9;8
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;130;2017;382;139;243;28;188;188
32;Argentina;NEA;54;MISIONES;70;LEANDRO N ALEM;47;Sin dato;184;54;129;99;100;84
32;Argentina;NOA;38;JUJUY;35;LEDESMA;18;2009;93;35;58;61;46;47
32;Argentina;NOA;38;JUJUY;35;LEDESMA;101;2010;400;171;229;290;201;199
32;Argentina;NOA;38;JUJUY;35;LEDESMA;44;2011;185;76;109;102;103;82
32;Argentina;NOA;38;JUJUY;35;LEDESMA;21;2012;87;29;58;63;47;40
32;Argentina;NOA;38;JUJUY;35;LEDESMA;47;2013;152;48;104;111;79;73
32;Argentina;NOA;38;JUJUY;35;LEDESMA;28;2014;116;41;75;71;58;58
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2;2015;3;0;3;3;1;2
32;Argentina;NOA;38;JUJUY;35;LEDESMA;16;2016;36;13;23;7;15;21
32;Argentina;NOA;38;JUJUY;35;LEDESMA;63;2017;236;105;131;6;128;105
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2;Sin dato;13;5;8;2;8;5
32;Argentina;NEA;22;CHACO;77;LIBERTAD;2;2011;6;2;4;4;3;3
32;Argentina;NEA;22;CHACO;77;LIBERTAD;11;2012;34;15;19;22;16;18
32;Argentina;NEA;22;CHACO;77;LIBERTAD;1;2014;2;0;2;2;1;1
32;Argentina;NEA;22;CHACO;77;LIBERTAD;6;2015;18;3;15;13;9;9
32;Argentina;NEA;22;CHACO;77;LIBERTAD;18;2017;47;10;37;2;19;25
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;35;2009;113;30;83;103;54;59
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;311;2010;869;298;571;764;405;464
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;68;2011;177;71;106;147;84;93
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;28;2012;78;26;52;62;39;39
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;2;Sin dato;4;1;3;3;2;2
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;3;2016;5;0;4;0;2;3
32;Argentina;CUYO;74;SAN LUIS;63;LIBERTADOR GENERAL SAN MARTIN;3;2017;4;0;4;2;2;2
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;56;2009;277;134;143;206;144;133
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;233;2010;979;420;559;769;456;523
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;75;2011;312;138;174;235;137;175
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;11;2012;45;16;29;35;19;26
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;12;2013;40;19;21;30;19;21
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;14;2014;44;12;32;39;16;28
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;21;2015;70;23;47;51;36;34
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;22;2016;75;18;57;58;37;38
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;270;2017;746;198;545;17;333;401
32;Argentina;NEA;22;CHACO;84;LIBERTADOR GENERAL SAN MARTIN;3;Sin dato;12;3;9;7;8;4
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;132;2009;568;324;243;335;289;279
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;107;2010;344;144;200;232;186;158
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;290;2011;801;306;495;557;405;396
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;159;2012;344;123;221;229;163;181
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;63;2013;131;36;95;92;83;48
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;106;2014;160;24;136;139;81;79
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;163;2015;363;81;282;272;185;178
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;16;2016;44;17;27;14;20;22
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;48;2017;96;27;67;4;40;54
32;Argentina;NEA;54;MISIONES;77;LIBERTADOR GENERAL SAN MARTIN;37;Sin dato;122;37;85;35;54;68
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;5;2010;21;2;19;17;11;10
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;1;2011;4;2;2;2;1;3
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;1;2012;2;0;2;2;1;1
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;11;2013;20;8;12;15;12;8
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2;2017;4;1;3;2;3;1
32;Argentina;PATAGONIA;42;LA PAMPA;91;LIMAY MAHUIDA;4;2010;12;2;10;12;5;7
32;Argentina;PATAGONIA;42;LA PAMPA;91;LIMAY MAHUIDA;19;2011;53;13;40;38;20;33
